Title,Title_link,list-card-price,list-card-type,Bedrooms,Bathrooms,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Monthly cost,Property taxes,House insurance,HOA fees,Utilities
"376 Saint Johns Ave SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/376-Saint-Johns-Ave-SW-Atlanta-GA-30315/35891751_zpid/,"$149,000",House for sale,2 bds,1 ba,694 sqft,,Single Family,1940,Forced air,Central,4 spaces,"10,201 sqft",$215,$767,$133/mo,$52/mo,$0/mo,Not included
"667 John Wesley Dobbs Ave NE, Atlanta, GA 30312",https://www.zillow.com/homedetails/667-John-Wesley-Dobbs-Ave-NE-Atlanta-GA-30312/35860199_zpid/,"$725,000",House for sale,3 bds,4 ba,"2,070 sqft",,Single Family,2007,Heat pump,Central,2 spaces,"3,484 sqft",$350,"$3,668",$646/mo,$254/mo,$0/mo,Not included
"2212 Telhurst St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/2212-Telhurst-St-SW-Atlanta-GA-30310/35857648_zpid/,"$125,000",Foreclosure,4 bds,2 ba,828 sqft,,Single Family,1945,Other,Other,2 spaces,"10,018 sqft",$151,$666,$111/mo,$44/mo,$0/mo,Not included
"625 Piedmont Ave NE UNIT 3006, Atlanta, GA 30308",https://www.zillow.com/homedetails/625-Piedmont-Ave-NE-UNIT-3006-Atlanta-GA-30308/2093376726_zpid/,"$579,900",Condo for sale,2 bds,2 ba,"1,402 sqft",,Condo,2009,Forced air,Central,2 spaces,$486/month,$414,"$3,336",$517/mo,$203/mo,$486/mo,Not included
"772 Cascade Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/772-Cascade-Ave-SW-Atlanta-GA-30310/35842192_zpid/,"$129,900",Lot / Land for sale,0.25 acres lot,,,None,,,,,,,,$668,$116/mo,$45/mo,$0/mo,Not included
"365 Adelle St SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/365-Adelle-St-SE-Atlanta-GA-30315/35876380_zpid/,"$254,000",House for sale,4 bds,3 ba,"2,000 sqft",,Single Family,1941,Forced air,Central,4 spaces,0.28 acres,$127,"$1,247",$226/mo,$89/mo,$0/mo,Not included
"541 Oakland Ave SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/541-Oakland-Ave-SE-Atlanta-GA-30312/2082429065_zpid/,"$365,000",Lot / Land for sale,"6,316 sqft lot",,,None,,,,,,,,"$1,792",$325/mo,$128/mo,$0/mo,Not included
"224 James P Brawley Dr NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/224-James-P-Brawley-Dr-NW-Atlanta-GA-30314/35832046_zpid/,"$259,000",For sale by owner,4 bds,2 ba,"1,134 sqft",,Single Family,1930,Forced air,"Other, Wall",3 spaces,"4,791 sqft",$228,"$1,271",$231/mo,$91/mo,$0/mo,Not included
"300 W Peachtree St NW # 22A, Atlanta, GA 30308",https://www.zillow.com/homedetails/300-W-Peachtree-St-NW-22A-Atlanta-GA-30308/2082430162_zpid/,"$212,500",Condo for sale,1 bd,1 ba,629 sqft,,Condo,1962,Gas,Central,No Data,$41/month,$338,"$1,134",$189/mo,$74/mo,$41/mo,Not included
"260 Castleberry Station Dr, Atlanta, GA",https://www.zillow.com/homedetails/260-Castleberry-Station-Dr-Atlanta-GA-30313/2082430566_zpid/,"$464,900",New construction,3 bds,4 ba,"2,171 sqft",,Townhouse,2019,No Data,No Data,2 spaces,No Data,$214,"$2,365",,,,
"254 Castleberry Station Dr, Atlanta, GA",https://www.zillow.com/homedetails/254-Castleberry-Station-Dr-Atlanta-GA-30313/2082430565_zpid/,"$499,900",New construction,3 bds,4 ba,"2,171 sqft",,Townhouse,2019,No Data,No Data,2 spaces,No Data,$230,"$2,558",,,,
"256 Castleberry Station Dr, Atlanta, GA",https://www.zillow.com/homedetails/256-Castleberry-Station-Dr-Atlanta-GA-30313/2082430608_zpid/,"$464,900",New construction,3 bds,4 ba,"2,171 sqft",,Townhouse,2019,No Data,No Data,2 spaces,No Data,$214,"$2,386",,,,
"895 Cherokee Ave SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/895-Cherokee-Ave-SE-Atlanta-GA-30315/35877174_zpid/,"$475,000",House for sale,3 bds,2 ba,"1,302 sqft",,Single Family,1910,"Forced air, Heat pump",Central,2 spaces,"3,789 sqft",$365,"$2,332",$424/mo,$166/mo,$0/mo,Not included
"575 Flat Shoals Ave SE APT 10, Atlanta, GA 30316",https://www.zillow.com/homedetails/575-Flat-Shoals-Ave-SE-APT-10-Atlanta-GA-30316/61918522_zpid/,"$196,000",Condo for sale,2 bds,1 ba,810 sqft,,Condo,1962,Forced air,Central,No Data,$200/month,$242,"$1,215",$181/mo,$69/mo,$200/mo,Not included
"10 Livermore St SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/10-Livermore-St-SE-Atlanta-GA-30315/249111270_zpid/,"$99,000",Lot / Land for sale,0.36 acres lot,,,None,,,,,,,,$527,$88/mo,$35/mo,$0/mo,Not included
"195 Arizona Ave NE UNIT 108, Atlanta, GA 30307",https://www.zillow.com/homedetails/195-Arizona-Ave-NE-UNIT-108-Atlanta-GA-30307/70838494_zpid/,"$309,000",Condo for sale,2 bds,2 ba,"1,354 sqft",,Condo,2003,Electric,Other,1 space,$320/month,$228,"$1,847",$286/mo,$108/mo,$320/mo,Not included
"170 Boulevard SE APT E305, Atlanta, GA 30312",https://www.zillow.com/homedetails/170-Boulevard-SE-APT-E305-Atlanta-GA-30312/2120351657_zpid/,"$349,900",Condo for sale,1 bd,1 ba,"1,110 sqft",,Condo,2007,Forced air,Central,1 space,$287/month,$315,"$2,005",$312/mo,$122/mo,$287/mo,Not included
"1742 Hosea L Williams Dr NE, Atlanta, GA 30317",https://www.zillow.com/homedetails/1742-Hosea-L-Williams-Dr-NE-Atlanta-GA-30317/14466806_zpid/,"$275,000",House for sale,3 bds,1 ba,"1,122 sqft",,Single Family,1991,Forced air,Central,No Data,"8,712 sqft",$245,"$1,359",$254/mo,$96/mo,$0/mo,Not included
"457 Jefferson Chase Cir SE, Atlanta, GA 30354",https://www.zillow.com/homedetails/457-Jefferson-Chase-Cir-SE-Atlanta-GA-30354/88824277_zpid/,"Est. $141,038",Pre-foreclosure / Auction,3 bds,2.5 ba,"1,780 sqft",,Single Family,2007,Forced air,Central,No Data,"6,534 sqft",,$726,$126/mo,$49/mo,$0/mo,Not included
"460 Belgarde Pl SE, Atlanta, GA 30354",https://www.zillow.com/homedetails/460-Belgarde-Pl-SE-Atlanta-GA-30354/35875313_zpid/,$--,Pre-foreclosure / Auction,3 bds,1 ba,"1,000 sqft",,Single Family,1960,Other,Central,No Data,0.29 acres,,$0,$0/mo,$0/mo,$0/mo,Not included
"856 Fleetwood Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/856-Fleetwood-Cir-SW-Atlanta-GA-30311/35858114_zpid/,"Est. $134,014",Pre-foreclosure / Auction,3 bds,2 ba,"1,360 sqft",,Single Family,1972,Other,Central,2 spaces,0.33 acres,,$690,$119/mo,$47/mo,$0/mo,Not included
"2495 Harvel Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2495-Harvel-Dr-NW-Atlanta-GA-30318/35863910_zpid/,"Est. $111,239",Pre-foreclosure / Auction,2 bds,1.5 ba,"1,202 sqft",,Single Family,1960,Forced air,Central,1 space,"9,147 sqft",,$572,$99/mo,$39/mo,$0/mo,Not included
"830 Pryor St SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/830-Pryor-St-SW-Atlanta-GA-30315/69346294_zpid/,"$259,900",House for sale,4 bds,3 ba,"1,496 sqft",,Single Family,2005,Other,Central,No Data,"6,098 sqft",$174,"$1,276",$232/mo,$91/mo,$0/mo,Not included
"D205 Plan, Airline 04W Condominiums",https://www.zillow.com/community/airline-04w-condominiums/2085929962_zpid/,"$579,900+",New construction,2 bds,2 ba,"1,172 sqft",,Condo,2019,No Data,No Data,2 spaces,No Data,$495,"$2,850",,,,
"195 Arizona Ave NE UNIT 155, Atlanta, GA 30307",https://www.zillow.com/homedetails/195-Arizona-Ave-NE-UNIT-155-Atlanta-GA-30307/70832560_zpid/,"$258,000",Condo for sale,1 bd,2 ba,996 sqft,,Condo,2003,Forced air,"Central, Other",1 space,$223/month,$259,"$1,498",$239/mo,$90/mo,$223/mo,Not included
"1407 Elizabeth Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1407-Elizabeth-Ave-SW-Atlanta-GA-30310/35841068_zpid/,"$289,900",House for sale,3 bds,3 ba,"1,300 sqft",,Single Family,1950,Forced air,Central,Off street,"6,011 sqft",$223,"$1,423",$258/mo,$101/mo,$0/mo,Not included
"1515 Ezra Church Dr NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1515-Ezra-Church-Dr-NW-Atlanta-GA-30314/35844748_zpid/,"$147,500",House for sale,3 bds,2 ba,"1,393 sqft",,Single Family,1960,Forced air,Central,1 space,"7,278 sqft",$106,$759,$132/mo,$52/mo,$0/mo,Not included
"1043 Isa Dr SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/1043-Isa-Dr-SE-Atlanta-GA-30315/35887479_zpid/,"$102,700",House for sale,3 bds,1 ba,984 sqft,,Single Family,1970,Forced air,Central,3 spaces,0.5 acres,$104,$547,$92/mo,$36/mo,$0/mo,Not included
"211 Eleanor St SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/211-Eleanor-St-SE-Atlanta-GA-30317/14457352_zpid/,"Est. $176,756",Pre-foreclosure / Auction,2 bds,1 ba,910 sqft,,Single Family,1935,Forced air,Central,2 spaces,"8,712 sqft",,$915,$163/mo,$62/mo,$0/mo,Not included
"307 Augusta Ave SE, Atlanta, GA",https://www.zillow.com/homedetails/307-Augusta-Ave-SE-Atlanta-GA-30315/35877589_zpid/,"$679,900",New construction,4 bds,3 ba,"2,364 sqft",,Townhouse,2019,Forced air,Central,No Data,"8,712 sqft",$288,"$3,440",$606/mo,$238/mo,$0/mo,Not included
"308 Little St SE, Atlanta, GA",https://www.zillow.com/homedetails/308-Little-St-SE-Atlanta-GA-30315/2082454256_zpid/,"$649,900",New construction,4 bds,3 ba,"2,364 sqft",,Townhouse,2019,No Data,No Data,No Data,No Data,$275,"$3,288",$579/mo,$227/mo,$0/mo,Not included
"1315 Lynford Dr SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1315-Lynford-Dr-SW-Atlanta-GA-30310/35841740_zpid/,"$159,000",House for sale,2 bds,1 ba,882 sqft,,Single Family,1948,Forced air,Central,"Carport, Attached Garage",0.3 acres,$180,$818,$142/mo,$56/mo,$0/mo,Not included
"77 Clay St SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/77-Clay-St-SE-Atlanta-GA-30317/2082458606_zpid/,"$269,900",House for sale,Studio,-- ba,-- sqft,,Single Family,1974,No Data,No Data,No Data,0.64 acres,No Data,"$1,334",$250/mo,$94/mo,$0/mo,Not included
"1751 Stanwood Ave, Atlanta, GA 30317",https://www.zillow.com/homedetails/1751-Stanwood-Ave-Atlanta-GA-30317/2082458609_zpid/,"$269,900",Lot / Land for sale,0.64 acres lot,,,None,,,,,,,,"$1,334",$250/mo,$94/mo,$0/mo,Not included
"73 Clay St SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/73-Clay-St-SE-Atlanta-GA-30317/2082458605_zpid/,"$269,900",House for sale,Studio,-- ba,-- sqft,,Single Family,1974,No Data,No Data,No Data,0.64 acres,No Data,"$1,334",$250/mo,$94/mo,$0/mo,Not included
"1300 Dekalb Ave NE UNIT 122, Atlanta, GA 30307",https://www.zillow.com/homedetails/1300-Dekalb-Ave-NE-UNIT-122-Atlanta-GA-30307/89588881_zpid/,"$250,000",Condo for sale,1 bd,1 ba,856 sqft,,Condo,2008,Forced air,Central,1 space,$208/month,$292,"$1,503",$231/mo,$88/mo,$208/mo,Not included
"405 Fairburn Rd SW APT 13, Atlanta, GA 30331",https://www.zillow.com/homedetails/405-Fairburn-Rd-SW-APT-13-Atlanta-GA-30331/2082460709_zpid/,"$42,000",Townhouse for sale,2 bds,1 ba,-- sqft,None,Townhouse,2007,Forced air,Central,No Data,No Data,No Data,$224,$37/mo,$15/mo,$0/mo,Not included
"1252 Anchor Ter SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1252-Anchor-Ter-SW-Atlanta-GA-30311/35853921_zpid/,"$165,900",House for sale,2 bds,2 ba,"1,292 sqft",,Single Family,1948,Forced air,Central,1 space,0.34 acres,$128,$854,$148/mo,$58/mo,$0/mo,Not included
"3220 Camden Ct, Atlanta, GA 30349",https://www.zillow.com/homedetails/3220-Camden-Ct-Atlanta-GA-30349/2082461452_zpid/,"$278,990",House for sale,4 bds,3 ba,"2,522 sqft",,Single Family,2019,Forced air,Central,No Data,"9,147 sqft",$111,"$1,370",$249/mo,$98/mo,$0/mo,Not included
"591 Moreland Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/591-Moreland-Ave-SE-Atlanta-GA-30316/35836748_zpid/,"$419,000",House for sale,2 bds,2 ba,"1,235 sqft",,Single Family,1920,Forced air,Central,1 space,"7,344 sqft",$339,"$2,057",$374/mo,$147/mo,$0/mo,Not included
"187 Cleveland St SE # B, Atlanta, GA 30316",https://www.zillow.com/homedetails/187-Cleveland-St-SE-B-Atlanta-GA-30316/2097519495_zpid/,"$619,000",Townhouse for sale,3 bds,3 ba,"1,812 sqft",,Townhouse,2016,Forced air,Central,2 spaces,"3,136 sqft",$342,"$3,132",$552/mo,$217/mo,$0/mo,Not included
"1616 Emerald Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1616-Emerald-Ave-SW-Atlanta-GA-30310/35846895_zpid/,"$465,000",House for sale,5 bds,4 ba,"2,232 sqft",,Single Family,1938,Forced air,Central,2 spaces,"7,492 sqft",$208,"$2,283",$415/mo,$163/mo,$0/mo,Not included
"294A Ferguson St NE, Atlanta, GA 30307",https://www.zillow.com/homedetails/294A-Ferguson-St-NE-Atlanta-GA-30307/2082470583_zpid/,"$875,000",House for sale,4 bds,5 ba,"2,800 sqft",,Single Family,2019,Forced air,Central,2 spaces,0.7 acres,$312,"$4,456",$809/mo,$306/mo,$0/mo,Not included
"344 Wilkinson Dr SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/344-Wilkinson-Dr-SE-Atlanta-GA-30317/14457275_zpid/,"$950,000",House for sale,3 bds,2 ba,"1,725 sqft",,Single Family,1946,Other,Central,2 spaces,2.1 acres,$551,"$4,838",$879/mo,$333/mo,$0/mo,Not included
"2944 Metropolitan Pkwy SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/2944-Metropolitan-Pkwy-SW-Atlanta-GA-30315/2082470908_zpid/,"$440,000",Lot / Land for sale,1.8 acres lot,,,None,,,,,,,,"$2,160",$392/mo,$154/mo,$0/mo,Not included
"892 Oakhill Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/892-Oakhill-Ave-SW-Atlanta-GA-30310/35831121_zpid/,"$369,900",House for sale,3 bds,2 ba,"1,440 sqft",,Single Family,1910,Forced air,Central,No Data,"6,477 sqft",$257,"$1,816",$330/mo,$129/mo,$0/mo,Not included
"215 Piedmont Ave NE APT 1409, Atlanta, GA 30308",https://www.zillow.com/homedetails/215-Piedmont-Ave-NE-APT-1409-Atlanta-GA-30308/2082471144_zpid/,"$165,000",Condo for sale,2 bds,1 ba,"1,020 sqft",,Condo,1963,Forced air,Central,No Data,$718/month,$162,"$1,567",$147/mo,$58/mo,$718/mo,Not included
"1573 Woodland Cir SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/1573-Woodland-Cir-SE-Atlanta-GA-30316/35889555_zpid/,"$314,900",House for sale,3 bds,2 ba,"1,397 sqft",,Single Family,1957,Forced air,Central,1 space,"9,239 sqft",$225,"$1,546",$281/mo,$110/mo,$0/mo,Not included
"95 Ormond St SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/95-Ormond-St-SE-Atlanta-GA-30315/69345623_zpid/,"$549,000",Make Me Move®,4 bds,3 ba,"2,400 sqft",,Single Family,2005,Forced air,Central,4 spaces,"5,662 sqft",$162,"$2,695",$490/mo,$192/mo,$0/mo,Not included
"1420 Beatie Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1420-Beatie-Ave-SW-Atlanta-GA-30310/35830935_zpid/,"$240,000",House for sale,3 bds,1 ba,"1,140 sqft",,Single Family,1930,Forced air,Central,On street,"6,229 sqft",$211,"$1,235",$214/mo,$84/mo,$0/mo,Not included
"2330 Locust Ln SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/2330-Locust-Ln-SE-Atlanta-GA-30315/35884377_zpid/,"$119,900",House for sale,3 bds,1 ba,"1,214 sqft",,Single Family,1958,Other,Central,No Data,0.3 acres,$99,$639,$107/mo,$42/mo,$0/mo,Not included
"2785 Memorial Dr SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/2785-Memorial-Dr-SE-Atlanta-GA-30317/14457571_zpid/,"$210,000",Lot / Land for sale,"8,712 sqft lot",,,None,,,,,,,,"$1,088",$194/mo,$74/mo,$0/mo,Not included
"32 Peachtree St NW APT 1101, Atlanta, GA 30303",https://www.zillow.com/homedetails/32-Peachtree-St-NW-APT-1101-Atlanta-GA-30303/2082480008_zpid/,"$149,900",Condo for sale,1 bd,1 ba,591 sqft,,Condo,1920,No Data,No Data,No Data,$363/month,$254,"$1,134",$134/mo,$52/mo,$363/mo,Not included
"764 Memorial Dr SE # 27, Atlanta, GA",https://www.zillow.com/homedetails/764-Memorial-Dr-SE-27-Atlanta-GA-30316/2082479987_zpid/,"$579,900",New construction,3 bds,4 ba,"2,075 sqft",,Townhouse,2018,No Data,No Data,1 space,0.96 acres,$279,"$3,181",$517/mo,$203/mo,$331/mo,Not included
"2207 Vesta Ave NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/2207-Vesta-Ave-NW-Atlanta-GA-30314/249114432_zpid/,"$49,000",Lot / Land for sale,0.29 acres lot,,,None,,,,,,,,$261,$44/mo,$17/mo,$0/mo,Not included
"3157 Esplanade Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3157-Esplanade-Cir-SW-Atlanta-GA-30311/171478799_zpid/,"$15,000",Lot / Land for sale,"8,712 sqft lot",,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
"3154 Esplanade Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3154-Esplanade-Cir-SW-Atlanta-GA-30311/171478766_zpid/,"$15,000",Lot / Land for sale,"8,712 sqft lot",,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
"3137 Esha Ct SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3137-Esha-Ct-SW-Atlanta-GA-30311/171478825_zpid/,"$15,000",Lot / Land for sale,0.55 acres lot,,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
"614 Mcdonough Blvd SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/614-Mcdonough-Blvd-SE-Atlanta-GA-30315/35871662_zpid/,"$399,000",Lot / Land for sale,0.41 acres lot,,,None,,,,,,,,"$1,959",$356/mo,$140/mo,$0/mo,Not included
"949 N Ormewood Park Dr SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/949-N-Ormewood-Park-Dr-SE-Atlanta-GA-30316/92192436_zpid/,"$650,000",Townhouse for sale,4 bds,4 ba,"2,352 sqft",,Townhouse,2008,Forced air,Central,2 spaces,"1,176 sqft",$276,"$3,411",$580/mo,$228/mo,$123/mo,Not included
"0 Flamingo Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/0-Flamingo-Dr-SW-Atlanta-GA-30311/2082480152_zpid/,"$605,680",Lot / Land for sale,9.04 acres lot,,,None,,,,,,,,"$3,064",$540/mo,$212/mo,$0/mo,Not included
"(undisclosed Address), Atlanta, GA 30314",https://www.zillow.com/homedetails/(undisclosed-Address)-Atlanta-GA-30314/2082480234_zpid/,"$20,000",Lot / Land for sale,"7,405 sqft lot",,,None,,,,,,,,$107,$18/mo,$7/mo,$0/mo,Not included
"1010 Ashby Grv SW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1010-Ashby-Grv-SW-Atlanta-GA-30314/35835015_zpid/,"$65,000",Lot / Land for sale,"5,719 sqft lot",,,None,,,,,,,,$346,$58/mo,$23/mo,$0/mo,Not included
"0 Brewster St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/0-Brewster-St-SW-Atlanta-GA-30310/2082480394_zpid/,"$67,000",Lot / Land for sale,"5,000 sqft lot",,,None,,,,,,,,$357,$60/mo,$23/mo,$0/mo,Not included
"00 Pryor Rd SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/00-Pryor-Rd-SW-Atlanta-GA-30315/2082480264_zpid/,"$27,500",Lot / Land for sale,0.28 acres lot,,,None,,,,,,,,$147,$25/mo,$10/mo,$0/mo,Not included
"00 Pryor St SW, Atlanta, GA 30312",https://www.zillow.com/homedetails/00-Pryor-St-SW-Atlanta-GA-30312/2082480286_zpid/,"$2,950,000",Lot / Land for sale,1.48 acres lot,,,None,,,,,,,,"$14,924","$2,630/mo","$1,033/mo",$0/mo,Not included
"995 Dimmock St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/995-Dimmock-St-SW-Atlanta-GA-30310/69343658_zpid/,"$89,900",Lot / Land for sale,0.29 acres lot,,,None,,,,,,,,$479,$80/mo,$31/mo,$0/mo,Not included
"310 Mcdonough Blvd SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/310-Mcdonough-Blvd-SE-Atlanta-GA-30315/2140067292_zpid/,"$1,250,000",Lot / Land for sale,1.63 acres lot,,,None,,,,,,,,"$6,324","$1,115/mo",$438/mo,$0/mo,Not included
"00 Rockwell St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/00-Rockwell-St-SW-Atlanta-GA-30310/2082480257_zpid/,"$50,000",Lot / Land for sale,"4,159 sqft lot",,,None,,,,,,,,$266,$45/mo,$18/mo,$0/mo,Not included
"680 Formwalt St SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/680-Formwalt-St-SW-Atlanta-GA-30315/69346270_zpid/,"$46,500",Lot / Land for sale,"1,651 sqft lot",,,None,,,,,,,,$248,$41/mo,$16/mo,$0/mo,Not included
"0 Humphries St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/0-Humphries-St-SW-Atlanta-GA-30310/2082480108_zpid/,"$150,000",Lot / Land for sale,"9,382 sqft lot",,,None,,,,,,,,$772,$134/mo,$53/mo,$0/mo,Not included
"450 Central Ave SW, Atlanta, GA 30312",https://www.zillow.com/homedetails/450-Central-Ave-SW-Atlanta-GA-30312/296370411_zpid/,"$850,000",Lot / Land for sale,0.33 acres lot,,,None,,,,,,,,"$4,300",$758/mo,$298/mo,$0/mo,Not included
"3166 Esplanade Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3166-Esplanade-Cir-SW-Atlanta-GA-30311/171478772_zpid/,"$15,000",Lot / Land for sale,1 acre lot,,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
"3167 Esplanade Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3167-Esplanade-Cir-SW-Atlanta-GA-30311/171478796_zpid/,"$15,000",Lot / Land for sale,"8,712 sqft lot",,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
"3159 Esplanade Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3159-Esplanade-Cir-SW-Atlanta-GA-30311/171478798_zpid/,"$15,000",Lot / Land for sale,"8,712 sqft lot",,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
"3138 Esha Ct SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3138-Esha-Ct-SW-Atlanta-GA-30311/171478829_zpid/,"$20,000",Lot / Land for sale,0.38 acres lot,,,None,,,,,,,,$107,$18/mo,$7/mo,$0/mo,Not included
"3159 Summit Crst SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3159-Summit-Crst-SW-Atlanta-GA-30311/171478822_zpid/,"$15,000",Lot / Land for sale,0.25 acres lot,,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
"0 Shadydale Ave, Atlanta, GA 30315",https://www.zillow.com/homedetails/0-Shadydale-Ave-Atlanta-GA-30315/2087097405_zpid/,"$25,000",Lot / Land for sale,"7,501 sqft lot",,,None,,,,,,,,$133,$22/mo,$9/mo,$0/mo,Not included
"3138 Esplanade Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3138-Esplanade-Cir-SW-Atlanta-GA-30311/171478758_zpid/,"$15,000",Lot / Land for sale,0.28 acres lot,,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
"3162 Esplanade Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3162-Esplanade-Cir-SW-Atlanta-GA-30311/171478770_zpid/,"$15,000",Lot / Land for sale,0.37 acres lot,,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
"3164 Esplanade Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3164-Esplanade-Cir-SW-Atlanta-GA-30311/171478771_zpid/,"$15,000",Lot / Land for sale,0.37 acres lot,,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
"3170 Esplanade Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3170-Esplanade-Cir-SW-Atlanta-GA-30311/171478773_zpid/,"$15,000",Lot / Land for sale,0.77 acres lot,,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
"3102 Esplanade Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3102-Esplanade-Cir-SW-Atlanta-GA-30311/171478778_zpid/,"$15,000",Lot / Land for sale,"8,712 sqft lot",,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
"3101 Esplanade Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3101-Esplanade-Cir-SW-Atlanta-GA-30311/171478787_zpid/,"$15,000",Lot / Land for sale,"8,712 sqft lot",,,None,,,,,,,,$80,$13/mo,$5/mo,$0/mo,Not included
