Address,Title_link,Sale price,list-card-type,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Green energy,Monthly cost,Principal and interest,Mortage insurance,Property taxes,Home insurance,HOA fees,Utilities
"44 E 12th St APT 5D, New York, NY 10003",https://www.zillow.com/homedetails/44-E-12th-St-APT-5D-New-York-NY-10003/143088500_zpid/,"$1,200,000",Condo for sale,1 bd,1 ba,676 sqft,"$1,143,582",Condo,1985,No Data,No Data,No Data,$767/month,"$1,775",Great solar potentialSun Number™: 78.99,"$6,854","$4,787/mo",$0/mo,$880/mo,$420/mo,$767/mo,Not included
"10 Lenox Ave # 6E, New York, NY 10026",https://www.zillow.com/homedetails/10-Lenox-Ave-6E-New-York-NY-10026/2082097258_zpid/,"$1,750,000",Condo for sale,2 bds,2 ba,"1,233 sqft","$1,716,981",Condo,2019,No Data,No Data,No Data,"$1,111/month","$1,419",,"$9,988","$6,981/mo",$0/mo,"$1,283/mo",$613/mo,"$1,111/mo",Not included
"150 Rivington St APT 3G, New York, NY 10002",https://www.zillow.com/homedetails/150-Rivington-St-APT-3G-New-York-NY-10002/2083549418_zpid/,"$1,995,000",Condo for sale,2 bds,2 ba,"1,029 sqft","$1,910,106",Condo,2019,No Data,Central,No Data,"$1,435/month","$1,939",,"$11,554","$7,958/mo",$0/mo,"$1,463/mo",$698/mo,"$1,435/mo",Not included
"150 Rivington St APT 4B, New York, NY 10002",https://www.zillow.com/homedetails/150-Rivington-St-APT-4B-New-York-NY-10002/2082097259_zpid/,"$1,050,000",Condo for sale,1 bd,1 ba,610 sqft,"$1,004,111",Condo,2019,No Data,Central,No Data,$855/month,"$1,721",,"$6,181","$4,189/mo",$0/mo,$770/mo,$368/mo,$855/mo,Not included
"6740 Yellowstone Blvd APT 7M, Forest Hills, NY 11375",https://www.zillow.com/homedetails/6740-Yellowstone-Blvd-APT-7M-Forest-Hills-NY-11375/72649747_zpid/,"$230,000",Co-op for sale,Studio,1 ba,-- sqft,"$225,964",Cooperative,1951,No Data,No Data,No Data,No Data,,Great solar potentialSun Number™: 93.4,"$1,723",$959/mo,$0/mo,$161/mo,$81/mo,$522/mo,Not included
"5770 Palisade Ave, Bronx, NY 10471",https://www.zillow.com/homedetails/5770-Palisade-Ave-Bronx-NY-10471/29854588_zpid/,"$2,216,455",House for sale,6 bds,5 ba,"3,108 sqft","$2,012,429",Single Family,1975,Forced air,Central,2 spaces,"10,245 sqft",$713,Good solar potentialSun Number™: 69.4,"$11,372","$8,842/mo",$0/mo,"$1,755/mo",$776/mo,$0/mo,Not included
"3352 Kingsland Ave, Bronx, NY 10469",https://www.zillow.com/homedetails/3352-Kingsland-Ave-Bronx-NY-10469/29830055_zpid/,"$649,000",Apartment for sale,4 bds,3 ba,"1,794 sqft","$621,747",Multi Family,1950,Other,No Data,Attached Garage,$362,,Great solar potentialSun Number™: 91.8,"$3,258","$2,518/mo",$0/mo,$514/mo,$227/mo,$0/mo,Not included
"304 E 65th St APT 34B, New York, NY 10065",https://www.zillow.com/homedetails/304-E-65th-St-APT-34B-New-York-NY-10065/31538037_zpid/,"$1,350,000",Condo for sale,1 bd,2 ba,825 sqft,"$1,291,900",Condo,1987,No Data,No Data,No Data,"$1,205/month","$1,636",Good solar potentialSun Number™: 65.39,"$8,053","$5,385/mo",$0/mo,$990/mo,$473/mo,"$1,205/mo",Not included
"3352 Kingsland Ave, Bronx, NY 10469",https://www.zillow.com/homedetails/3352-Kingsland-Ave-Bronx-NY-10469/29830055_zpid/,"$649,000",Apartment for sale,4 bds,3 ba,"1,794 sqft","$621,747",Multi Family,1950,Other,No Data,Attached Garage,$362,,Great solar potentialSun Number™: 91.8,"$3,258","$2,518/mo",$0/mo,$514/mo,$227/mo,$0/mo,Not included
"323 W 11th St APT 3E, New York, NY 10014",https://www.zillow.com/homedetails/323-W-11th-St-APT-3E-New-York-NY-10014/244803871_zpid/,"$1,079,000",Co-op for sale,1 bd,1 ba,"31,206 sqft","$1,047,411",Cooperative,1900,No Data,Central,No Data,$35,,Great solar potentialSun Number™: 95.02,"$6,726","$4,304/mo",$0/mo,$791/mo,$378/mo,"$1,253/mo",Not included
"1923 E 37th St, Brooklyn, NY 11234",https://www.zillow.com/homedetails/1923-E-37th-St-Brooklyn-NY-11234/30785151_zpid/,"$749,999",For sale by owner,3 bds,3 ba,"1,036 sqft","$664,952",Single Family,1925,No Data,No Data,2 spaces,"1,742 sqft",$724,Candidate for a community solar programSun Number™: 23.05,"$3,578","$2,909/mo",$0/mo,$406/mo,$262/mo,$0/mo,Not included
"139 Vanderbilt Ave, Brooklyn, NY 11205",https://www.zillow.com/homedetails/139-Vanderbilt-Ave-Brooklyn-NY-11205/30611586_zpid/,"$3,895,000",Apartment for sale,5 bds,5 ba,"4,370 sqft","$3,668,637",Multi Family,1905,No Data,No Data,No Data,$891,,Great solar potentialSun Number™: 87.85,"$19,011","$15,538/mo",$0/mo,"$2,110/mo","$1,363/mo",$0/mo,Not included
"586 E 42nd St, Brooklyn, NY 11203",https://www.zillow.com/homedetails/586-E-42nd-St-Brooklyn-NY-11203/30662647_zpid/,"$669,000",House for sale,3 bds,3 ba,"1,408 sqft","$669,000",Single Family,1930,No Data,Central,Attached Garage,"1,999 sqft",$475,Great solar potentialSun Number™: 84.65,"$3,192","$2,595/mo",$0/mo,$362/mo,$234/mo,$0/mo,Not included
"2310 Ocean Pkwy APT 5J, Brooklyn, NY 11223",https://www.zillow.com/homedetails/2310-Ocean-Pkwy-APT-5J-Brooklyn-NY-11223/245048321_zpid/,"$319,000",Co-op for sale,2 bds,1 ba,950 sqft,"$304,171",Cooperative,1954,No Data,No Data,No Data,$336,,Great solar potentialSun Number™: 70.2,"$2,173","$1,307/mo",$0/mo,$173/mo,$112/mo,$582/mo,Not included
"6806 6th Ave, Brooklyn, NY 11220",https://www.zillow.com/homedetails/6806-6th-Ave-Brooklyn-NY-11220/30692235_zpid/,"$999,000",House for sale,3 bds,1 ba,"1,456 sqft","$972,180",Single Family,1930,No Data,No Data,Attached Garage,"2,080 sqft",$686,Good solar potentialSun Number™: 62.2,"$4,876","$3,985/mo",$0/mo,$541/mo,$350/mo,$0/mo,Not included
"12399 Flatlands Ave APT 9K, Brooklyn, NY 11207",https://www.zillow.com/homedetails/12399-Flatlands-Ave-APT-9K-Brooklyn-NY-11207/2105829314_zpid/,"$285,000",Condo for sale,1 bd,1 ba,666 sqft,"$279,271",Condo,1990,No Data,No Data,1 space,$431/month,$428,,"$1,852","$1,167/mo",$0/mo,$154/mo,$100/mo,$431/mo,Not included
"191 Moffat St, Brooklyn, NY 11207",https://www.zillow.com/homedetails/191-Moffat-St-Brooklyn-NY-11207/30630951_zpid/,"$1,500,000",Apartment for sale,4 bds,4 ba,"3,500 sqft","$1,449,539",Multi Family,1910,Gas,No Data,No Data,$429,,Great solar potentialSun Number™: 87.05,"$7,321","$5,984/mo",$0/mo,$813/mo,$525/mo,$0/mo,Not included
"585 E 80th St, Brooklyn, NY 11236",https://www.zillow.com/homedetails/585-E-80th-St-Brooklyn-NY-11236/30766761_zpid/,"$649,999",House for sale,3 bds,3 ba,"1,980 sqft","$632,549",Single Family,1965,Gas,Central,1 space,"1,799 sqft",$328,Candidate for a community solar programSun Number™: 23.05,"$3,101","$2,521/mo",$0/mo,$352/mo,$227/mo,$0/mo,Not included
"11101 75th Rd, Forest Hills, NY 11375",https://www.zillow.com/homedetails/11101-75th-Rd-Forest-Hills-NY-11375/32005507_zpid/,"$1,499,000",Townhouse for sale,3 bds,2 ba,"2,400 sqft",,Townhouse,1935,Gas,Central,2 spaces,"1,986 sqft",$625,Good solar potentialSun Number™: 69.4,"$7,554","$5,980/mo",$0/mo,"$1,049/mo",$525/mo,$0/mo,Not included
"300 E 62nd St APT 503, New York, NY 10065",https://www.zillow.com/homedetails/300-E-62nd-St-APT-503-New-York-NY-10065/31537466_zpid/,"$499,000",Condo for sale,Studio,1 ba,435 sqft,"$487,572",Condo,1986,No Data,No Data,No Data,$528/month,"$1,147",Great solar potentialSun Number™: 88.58,"$3,112","$2,044/mo",$0/mo,$366/mo,$175/mo,$528/mo,Not included
"141 E 3rd St APT 8C, New York, NY 10009",https://www.zillow.com/homedetails/141-E-3rd-St-APT-8C-New-York-NY-10009/124436248_zpid/,"$950,000",Co-op for sale,1 bd,1 ba,750 sqft,"$922,187",Cooperative,1929,No Data,No Data,No Data,"$1,267",,Great solar potentialSun Number™: 94.98,"$4,819","$3,790/mo",$0/mo,$697/mo,$333/mo,$0/mo,Not included
"420 W 47th St APT 3D, New York, NY 10036",https://www.zillow.com/homedetails/420-W-47th-St-APT-3D-New-York-NY-10036/244813009_zpid/,"$735,000",Co-op for sale,1 bd,1 ba,"20,160 sqft",,Cooperative,1910,No Data,No Data,No Data,$36,,Great solar potentialSun Number™: 94.99,"$4,754","$2,851/mo",$0/mo,$539/mo,$257/mo,"$1,107/mo",Not included
"333 Rector Pl PH 4W, New York, NY 10280",https://www.zillow.com/homedetails/333-Rector-Pl-PH-4W-New-York-NY-10280/2082352628_zpid/,"$895,000",Condo for sale,Studio,1 ba,594 sqft,"$855,885",Condo,1985,No Data,No Data,Detached Garage,$764/month,"$1,507",Great solar potentialSun Number™: 91.6,"$5,205","$3,472/mo",$0/mo,$656/mo,$313/mo,$764/mo,Not included
"3520 Leverich St APT B526, Jackson Heights, NY 11372",https://www.zillow.com/homedetails/3520-Leverich-St-APT-B526-Jackson-Heights-NY-11372/2085364417_zpid/,"$799,000",Condo for sale,2 bds,1 ba,795 sqft,"$780,935",Condo,1964,No Data,No Data,No Data,$575/month,"$1,005",,"$4,513","$3,099/mo",$0/mo,$559/mo,$280/mo,$575/mo,Not included
"624 W 207th St APT 54, New York, NY 10034",https://www.zillow.com/homedetails/624-W-207th-St-APT-54-New-York-NY-10034/244731502_zpid/,"$525,000",Co-op for sale,2 bds,1 ba,"18,520 sqft","$518,805",Cooperative,1916,No Data,No Data,No Data,$28,,Great solar potentialSun Number™: 88.58,"$3,503","$2,150/mo",$0/mo,$385/mo,$184/mo,$784/mo,Not included
"28 Lorraine Loop, Staten Island, NY 10309",https://www.zillow.com/homedetails/28-Lorraine-Loop-Staten-Island-NY-10309/32373250_zpid/,"$449,900",Foreclosure,2 bds,3 ba,"1,032 sqft","$305,122",Townhouse,1992,Forced air,Central,Carport,"1,311 sqft",$436,Good solar potentialSun Number™: 67.02,"$2,326","$1,843/mo",$0/mo,$326/mo,$157/mo,$0/mo,Not included
"6912 138th St # B, Flushing, NY 11367",https://www.zillow.com/homedetails/6912-138th-St-B-Flushing-NY-11367/245412664_zpid/,"$269,000",Co-op for sale,1 bd,1 ba,550 sqft,"$260,632",Cooperative,1950,Other,No Data,No Data,$489,,Great solar potentialSun Number™: 75,"$1,384","$1,102/mo",$0/mo,$188/mo,$94/mo,$0/mo,Not included
"519 Bay Ridge Pkwy, Brooklyn, NY 11209",https://www.zillow.com/homedetails/519-Bay-Ridge-Pkwy-Brooklyn-NY-11209/30695074_zpid/,"$1,599,000",Apartment for sale,5 bds,3 ba,"3,300 sqft","$1,502,090",Multi Family,1899,No Data,Central,No Data,$485,,Great solar potentialSun Number™: 87,"$7,804","$6,379/mo",$0/mo,$866/mo,$560/mo,$0/mo,Not included
"16127 92nd St, Jamaica, NY 11414",https://www.zillow.com/homedetails/16127-92nd-St-Jamaica-NY-11414/32215959_zpid/,"$925,000",House for sale,5 bds,3 ba,"2,248 sqft","$908,792",Single Family,1965,Other,Central,Attached Garage,"3,998 sqft",$411,Great solar potentialSun Number™: 94.99,"$4,661","$3,690/mo",$0/mo,$648/mo,$324/mo,$0/mo,Not included
"2310 Ocean Parkway # 5j FL 5, Brooklyn, NY 11223",https://www.zillow.com/homedetails/2310-Ocean-Parkway-5j-FL-5-Brooklyn-NY-11223/2082098792_zpid/,"$319,000",Co-op for sale,2 bds,1 ba,-- sqft,"$309,859",Cooperative,No Data,No Data,No Data,1 space,No Data,,,"$2,173","$1,307/mo",$0/mo,$173/mo,$112/mo,$582/mo,Not included
"1038 E 224th St, Bronx, NY 10466",https://www.zillow.com/homedetails/1038-E-224th-St-Bronx-NY-10466/29833364_zpid/,"$725,000",Apartment for sale,5 bds,3 ba,350 sqft,"$714,015",Multi Family,1960,Oil,No Data,No Data,"$2,071",,Great solar potentialSun Number™: 91.8,"$3,640","$2,812/mo",$0/mo,$574/mo,$254/mo,$0/mo,Not included
"20102 32nd Ave, Flushing, NY 11361",https://www.zillow.com/homedetails/20102-32nd-Ave-Flushing-NY-11361/32058898_zpid/,"$1,880,000",Apartment for sale,5 bds,5 ba,"2,350 sqft","$1,748,837",Multi Family,2019,Other,Central,4 spaces,$800,,Great solar potentialSun Number™: 91.81,"$9,474","$7,500/mo",$0/mo,"$1,316/mo",$658/mo,$0/mo,Not included
"7324 Hylan Blvd, Staten Island, NY 10307",https://www.zillow.com/homedetails/7324-Hylan-Blvd-Staten-Island-NY-10307/32376497_zpid/,"$995,000",House for sale,6 bds,4 ba,"2,532 sqft","$954,932",Single Family,1985,Forced air,Central,Attached Garage,"3,998 sqft",$393,Great solar potentialSun Number™: 90.22,"$5,039","$3,969/mo",$0/mo,$721/mo,$348/mo,$0/mo,Not included
"1047 50th St, Brooklyn, NY 11219",https://www.zillow.com/homedetails/1047-50th-St-Brooklyn-NY-11219/2082098825_zpid/,"$4,200,000",Apartment for sale,24 bds,12 ba,-- sqft,"$3,929,100",Multi Family,1931,No Data,No Data,No Data,No Data,,Great solar potentialSun Number™: 87.05,"$20,499","$16,754/mo",$0/mo,"$2,275/mo","$1,470/mo",$0/mo,Not included
"712 E 211th St # 2, Bronx, NY 10467",https://www.zillow.com/homedetails/712-E-211th-St-2-Bronx-NY-10467/2082098859_zpid/,"$689,000",For sale by owner,5 bds,3 ba,-- sqft,"$712,034",Multi Family,1930,Baseboard,No Data,No Data,No Data,,,"$3,459","$2,673/mo",$0/mo,$545/mo,$241/mo,$0/mo,Not included
"18304 146th Ter, Jamaica, NY 11413",https://www.zillow.com/homedetails/18304-146th-Ter-Jamaica-NY-11413/32208015_zpid/,"$769,999",Apartment for sale,5 bds,3 ba,"1,632 sqft","$754,123",Multi Family,1915,No Data,No Data,Attached Garage,$472,,Great solar potentialSun Number™: 87.81,"$3,795","$2,987/mo",$0/mo,$539/mo,$269/mo,$0/mo,Not included
"106-16 223rd Street A/k/a 10616 223rd St, Queens Village, NY 11429",https://www.zillow.com/homedetails/106-16-223rd-Street-A-k-a-10616-223rd-St-Queens-Village-NY-11429/2082099025_zpid/,"$306,426",Auction,-- bds,-- ba,-- sqft,,Single Family,No Data,No Data,No Data,No Data,No Data,,,"$1,577","$1,255/mo",$0/mo,$214/mo,$107/mo,$0/mo,Not included
"599 E 49th St, Brooklyn, NY 11203",https://www.zillow.com/homedetails/599-E-49th-St-Brooklyn-NY-11203/30654797_zpid/,"$463,387",Auction,3 bds,-- ba,"1,136 sqft",,Single Family,1920,No Data,No Data,Attached Garage,"3,000 sqft",,Candidate for a community solar programSun Number™: 23.05,"$2,311","$1,898/mo",$0/mo,$251/mo,$162/mo,$0/mo,Not included
"10953 Union Hall St, Jamaica, NY 11433",https://www.zillow.com/homedetails/10953-Union-Hall-St-Jamaica-NY-11433/32185008_zpid/,"$588,084",Auction,6 bds,-- ba,"1,500 sqft",,Single Family,1920,Other,No Data,No Data,"2,613 sqft",,Candidate for a community solar programSun Number™: 23.01,"$2,899","$2,281/mo",$0/mo,$412/mo,$206/mo,$0/mo,Not included
"17502 111th Ave, Jamaica, NY 11433",https://www.zillow.com/homedetails/17502-111th-Ave-Jamaica-NY-11433/32141636_zpid/,"$383,682",Auction,-- bds,-- ba,"1,324 sqft",,Single Family,1935,No Data,No Data,Attached Garage,"3,920 sqft",,Candidate for a community solar programSun Number™: 23.01,"$1,974","$1,572/mo",$0/mo,$269/mo,$134/mo,$0/mo,Not included
"14581 175th St, Jamaica, NY 11434",https://www.zillow.com/homedetails/14581-175th-St-Jamaica-NY-11434/32207251_zpid/,"$675,215",Auction,6 bds,-- ba,"3,800 sqft",,Single Family,1965,Radiant,No Data,No Data,"6,098 sqft",,Great solar potentialSun Number™: 93.41,"$3,328","$2,619/mo",$0/mo,$473/mo,$236/mo,$0/mo,Not included
"25544 149th Ave, Jamaica, NY 11422",https://www.zillow.com/homedetails/25544-149th-Ave-Jamaica-NY-11422/32212362_zpid/,"$413,671",Auction,3 bds,-- ba,"1,152 sqft",,Single Family,1960,No Data,No Data,No Data,"2,178 sqft",,Great solar potentialSun Number™: 83.01,"$2,129","$1,694/mo",$0/mo,$290/mo,$145/mo,$0/mo,Not included
"725 Liberty Ave, Brooklyn, NY 11208",https://www.zillow.com/homedetails/725-Liberty-Ave-Brooklyn-NY-11208/30638512_zpid/,"$327,673",Auction,Studio,-- ba,"1,000 sqft",,Single Family,1950,No Data,No Data,No Data,"2,613 sqft",,Candidate for a community solar programSun Number™: 22.99,"$1,634","$1,342/mo",$0/mo,$177/mo,$115/mo,$0/mo,Not included
"115-93 217th Street A/k/a 11593 217th St, Cambria Heights, NY 11411",https://www.zillow.com/homedetails/115-93-217th-Street-A-k-a-11593-217th-St-Cambria-Heights-NY-11411/2082099026_zpid/,"$353,953",Auction,-- bds,-- ba,-- sqft,,Single Family,No Data,No Data,No Data,No Data,No Data,,,"$1,821","$1,450/mo",$0/mo,$248/mo,$124/mo,$0/mo,Not included
"11115 34th Ave, Flushing, NY 11368",https://www.zillow.com/homedetails/11115-34th-Ave-Flushing-NY-11368/83051941_zpid/,"$1,010,823",Auction,2 bds,-- ba,"2,156 sqft",,Single Family,2007,No Data,No Data,No Data,"2,178 sqft",,Great solar potentialSun Number™: 92.6,"$5,094","$4,032/mo",$0/mo,$708/mo,$354/mo,$0/mo,Not included
"10211 215th St, Jamaica, NY 11429",https://www.zillow.com/homedetails/10211-215th-St-Jamaica-NY-11429/32160722_zpid/,"$468,084",Auction,-- bds,-- ba,"1,715 sqft",,Single Family,1930,No Data,No Data,Attached Garage,"6,098 sqft",,Great solar potentialSun Number™: 95.01,"$2,409","$1,917/mo",$0/mo,$328/mo,$164/mo,$0/mo,Not included
"10006 Bellaire Pl, Jamaica, NY 11429",https://www.zillow.com/homedetails/10006-Bellaire-Pl-Jamaica-NY-11429/32154558_zpid/,"$453,800",Auction,-- bds,-- ba,"1,408 sqft",,Single Family,1920,No Data,No Data,Attached Garage,"4,360 sqft",,Great solar potentialSun Number™: 71.01,"$2,335","$1,859/mo",$0/mo,$318/mo,$159/mo,$0/mo,Not included
"10211 215th St, Jamaica, NY 11429",https://www.zillow.com/homedetails/10211-215th-St-Jamaica-NY-11429/32160722_zpid/,"$468,084",Auction,-- bds,-- ba,"1,715 sqft",,Single Family,1930,No Data,No Data,Attached Garage,"6,098 sqft",,Great solar potentialSun Number™: 95.01,"$2,409","$1,917/mo",$0/mo,$328/mo,$164/mo,$0/mo,Not included
"11115 34th Ave, Flushing, NY 11368",https://www.zillow.com/homedetails/11115-34th-Ave-Flushing-NY-11368/83051941_zpid/,"$1,010,823",Auction,2 bds,-- ba,"2,156 sqft",,Single Family,2007,No Data,No Data,No Data,"2,178 sqft",,Great solar potentialSun Number™: 92.6,"$5,094","$4,032/mo",$0/mo,$708/mo,$354/mo,$0/mo,Not included
"5611 194th St, Flushing, NY 11365",https://www.zillow.com/homedetails/5611-194th-St-Flushing-NY-11365/32052902_zpid/,"$740,289",Auction,-- bds,-- ba,"1,415 sqft",,Single Family,1945,No Data,No Data,Attached Garage,"3,920 sqft",,Great solar potentialSun Number™: 84.61,"$3,649","$2,872/mo",$0/mo,$518/mo,$259/mo,$0/mo,Not included
"7453 64th Ln, Glendale, NY 11385",https://www.zillow.com/homedetails/7453-64th-Ln-Glendale-NY-11385/32012556_zpid/,"$762,814",Auction,5 bds,2 ba,"2,200 sqft",,Single Family,1920,No Data,No Data,No Data,"2,178 sqft",,Great solar potentialSun Number™: 86.99,"$3,760","$2,959/mo",$0/mo,$534/mo,$267/mo,$0/mo,Not included
"9120 86th St, Woodhaven, NY 11421",https://www.zillow.com/homedetails/9120-86th-St-Woodhaven-NY-11421/2133140411_zpid/,"$419,140",Auction,3 bds,1 ba,"1,300 sqft",,Single Family,1915,No Data,No Data,No Data,"1,742 sqft",,Great solar potentialSun Number™: 82.19,"$2,157","$1,717/mo",$0/mo,$293/mo,$147/mo,$0/mo,Not included
"11526 175th St, Jamaica, NY 11434",https://www.zillow.com/homedetails/11526-175th-St-Jamaica-NY-11434/32190706_zpid/,"$410,497",Auction,-- bds,-- ba,"1,764 sqft",,Single Family,1920,No Data,No Data,Attached Garage,"4,000 sqft",,Great solar potentialSun Number™: 92.61,"$2,112","$1,681/mo",$0/mo,$287/mo,$144/mo,$0/mo,Not included
"11829 191st St, Jamaica, NY 11412",https://www.zillow.com/homedetails/11829-191st-St-Jamaica-NY-11412/32193429_zpid/,"$566,618",Auction,-- bds,-- ba,"2,264 sqft",,Single Family,1996,No Data,No Data,No Data,"3,049 sqft",,Great solar potentialSun Number™: 93.41,"$2,793","$2,198/mo",$0/mo,$397/mo,$198/mo,$0/mo,Not included
"11481 114th St, Jamaica, NY 11420",https://www.zillow.com/homedetails/11481-114th-St-Jamaica-NY-11420/32174980_zpid/,"$652,419",Auction,3 bds,-- ba,"2,184 sqft",,Single Family,1925,No Data,No Data,Attached Garage,"2,178 sqft",,Great solar potentialSun Number™: 86.19,"$3,216","$2,531/mo",$0/mo,$457/mo,$228/mo,$0/mo,Not included
"338 Bradley Ave # A, Staten Island, NY 10314",https://www.zillow.com/homedetails/338-Bradley-Ave-A-Staten-Island-NY-10314/32292915_zpid/,"$398,524",Auction,3 bds,-- ba,"1,232 sqft",,Single Family,1993,No Data,No Data,No Data,"2,178 sqft",,Candidate for a community solar programSun Number™: 23.02,"$2,061","$1,632/mo",$0/mo,$289/mo,$139/mo,$0/mo,Not included
"1502 Bryant Ave, Bronx, NY 10460",https://www.zillow.com/homedetails/1502-Bryant-Ave-Bronx-NY-10460/29783962_zpid/,"$426,710",Auction,-- bds,-- ba,"2,368 sqft",,Single Family,1910,No Data,No Data,No Data,"2,500 sqft",,Great solar potentialSun Number™: 87,"$2,235","$1,748/mo",$0/mo,$338/mo,$149/mo,$0/mo,Not included
"8620 56th Ave, Flushing, NY 11373",https://www.zillow.com/homedetails/8620-56th-Ave-Flushing-NY-11373/31991772_zpid/,"$918,440",Auction,-- bds,-- ba,"2,088 sqft",,Single Family,1915,No Data,No Data,No Data,"2,613 sqft",,Great solar potentialSun Number™: 83,"$4,628","$3,664/mo",$0/mo,$643/mo,$321/mo,$0/mo,Not included
"9037 219th St, Jamaica, NY 11428",https://www.zillow.com/homedetails/9037-219th-St-Jamaica-NY-11428/32151775_zpid/,"$516,311",Auction,-- bds,-- ba,"1,643 sqft",,Single Family,1940,No Data,No Data,Attached Garage,"3,920 sqft",,Great solar potentialSun Number™: 88.61,"$2,657","$2,115/mo",$0/mo,$361/mo,$181/mo,$0/mo,Not included
"108A Laurel Ave, Staten Island, NY 10304",https://www.zillow.com/homedetails/108A-Laurel-Ave-Staten-Island-NY-10304/2102725418_zpid/,"$291,886",Auction,3 bds,2 ba,"1,056 sqft",,Townhouse,1998,No Data,No Data,No Data,"1,306 sqft",,Great solar potentialSun Number™: 75,"$1,509","$1,196/mo",$0/mo,$212/mo,$102/mo,$0/mo,Not included
"18309 141st Ave, Jamaica, NY 11413",https://www.zillow.com/homedetails/18309-141st-Ave-Jamaica-NY-11413/55732625_zpid/,"$521,886",Auction,5 bds,3 ba,"1,800 sqft",,Multi Family,1950,No Data,No Data,No Data,,,Limited solar potentialSun Number™: 50.21,"$2,686","$2,138/mo",$0/mo,$365/mo,$183/mo,$0/mo,Not included
"711 Miller Ave, Brooklyn, NY 11207",https://www.zillow.com/homedetails/711-Miller-Ave-Brooklyn-NY-11207/2109360294_zpid/,"$399,886",Auction,-- bds,-- ba,-- sqft,,Single Family,No Data,No Data,No Data,No Data,No Data,,Candidate for a community solar programSun Number™: 22.99,"$1,994","$1,638/mo",$0/mo,$217/mo,$140/mo,$0/mo,Not included
"416 Beach 141st St, Far Rockaway, NY 11694",https://www.zillow.com/homedetails/416-Beach-141st-St-Far-Rockaway-NY-11694/32227707_zpid/,"$1,019,472",Auction,-- bds,-- ba,"2,115 sqft",,Single Family,1940,No Data,No Data,Attached Garage,"5,662 sqft",,Great solar potentialSun Number™: 94.2,"$5,137","$4,067/mo",$0/mo,$714/mo,$357/mo,$0/mo,Not included
"19708 118th Ave, Jamaica, NY 11412",https://www.zillow.com/homedetails/19708-118th-Ave-Jamaica-NY-11412/32193747_zpid/,"$407,346",Auction,-- bds,-- ba,"1,660 sqft",,Single Family,1925,No Data,No Data,Attached Garage,"2,613 sqft",,Great solar potentialSun Number™: 94.21,"$2,096","$1,668/mo",$0/mo,$285/mo,$143/mo,$0/mo,Not included
"3149 96th St, Flushing, NY 11369",https://www.zillow.com/homedetails/3149-96th-St-Flushing-NY-11369/31961918_zpid/,"$689,697",Auction,-- bds,-- ba,"2,196 sqft",,Single Family,1955,No Data,No Data,Attached Garage,"2,178 sqft",,Great solar potentialSun Number™: 87,"$3,400","$2,675/mo",$0/mo,$483/mo,$241/mo,$0/mo,Not included
"941 E 224th St, Bronx, NY 10466",https://www.zillow.com/homedetails/941-E-224th-St-Bronx-NY-10466/29832884_zpid/,"$519,000",For sale by owner,2 bds,2 ba,"1,890 sqft",,Single Family,1959,Forced air,Central,Carport,"1,968 sqft",$275,Candidate for a community solar programSun Number™: 23,"$2,718","$2,126/mo",$0/mo,$411/mo,$182/mo,$0/mo,Not included
"10712 127th St, Jamaica, NY 11419",https://www.zillow.com/homedetails/10712-127th-St-Jamaica-NY-11419/32129054_zpid/,"$689,000",Apartment for sale,4 bds,3 ba,"1,275 sqft","$666,774",Multi Family,1925,Other,Central,Attached Garage,$540,,Candidate for a community solar programSun Number™: 22.99,"$3,396","$2,673/mo",$0/mo,$482/mo,$241/mo,$0/mo,Not included
