Title,Title_link,list-card-price,list-card-type,Bedrooms,Bathrooms,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Sunscore,Monthly cost,Mortage insurance,Principal & interest,Property taxes,Home insurance,HOA fee,Utilities
"1143 Morningside Pl NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1143-Morningside-Pl-NE-Atlanta-GA-30306/35927236_zpid/,"$390,000",Townhouse for sale,2 bds,3 ba,"2,229 sqft","$382,004",Townhouse,1982,Forced air,Central,2 spaces,"1,481 sqft",$175,Great solar potentialSun Number™: 85.01,"$2,266",$0/mo,"$1,432/mo",$348/mo,$137/mo,$350/mo,Not included
"400 Village Pkwy NE APT 112, Atlanta, GA 30306",https://www.zillow.com/homedetails/400-Village-Pkwy-NE-APT-112-Atlanta-GA-30306/82627765_zpid/,"$395,000",Condo for sale,1 bd,2 ba,"1,160 sqft","$385,481",Condo,2001,Forced air,Central,No Data,$258/month,$341,,"$2,199",$0/mo,"$1,450/mo",$352/mo,$138/mo,$258/mo,Not included
"1032 Seaboard Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1032-Seaboard-Ave-NW-Atlanta-GA-30318/35916060_zpid/,"$995,000",House for sale,6 bds,4 ba,"4,048 sqft","$970,642",Single Family,2015,Other,None,2 spaces,0.28 acres,$246,Candidate for a community solar programSun Number™: 20.21,"$5,121",$0/mo,"$3,886/mo",$887/mo,$348/mo,$0/mo,Not included
"711 Broadland Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/711-Broadland-Rd-NW-Atlanta-GA-30327/35911756_zpid/,"$3,986,700",House for sale,7 bds,9 ba,"10,652 sqft","$3,654,330",Single Family,1938,Forced air,Central,3 spaces,7.74 acres,$374,,"$20,519",$0/mo,"$15,569/mo","$3,555/mo","$1,395/mo",$0/mo,Not included
"2896 Lookout Pl NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/2896-Lookout-Pl-NE-Atlanta-GA-30305/35932777_zpid/,"$599,000",House for sale,4 bds,2 ba,"1,459 sqft","$588,109",Single Family,1940,Forced air,Central,Carport,0.25 acres,$411,Candidate for a community solar programSun Number™: 20.21,"$2,945",$0/mo,"$2,201/mo",$534/mo,$210/mo,$0/mo,Not included
"60 Stratford Pl NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/60-Stratford-Pl-NE-Atlanta-GA-30342/35927832_zpid/,"$860,000",House for sale,6 bds,5 ba,"4,800 sqft","$835,094",Single Family,1985,Forced air,Central,Attached Garage,0.43 acres,$179,"{""targetDiv"":""gpt-ad-38da980b-29eb-4d79-80f2-33452e033c26"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""60 Stratford Pl NE"",""bd"":""6"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""35927832"",""lot"":""3"",""zestibuck"":""800-899k"",""listtp"":""buy_agent"",""zguidh"":""5178206090193561749"",""sqftrange"":""4500-4999"",""price"":""860000"",""sqft"":""4800"",""posting_url"":""http://www.bwalkrealty.com"",""mlong"":""-84.359226"",""state"":""GA"",""park"":""yes"",""prange"":""800-899k"",""zip"":""30342"",""mlat"":""33.866686"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv0onc2p5uso31000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""hood"":""North_Buckhead"",""yrblt"":""1980-1989"",""zestimate"":""835094"",""premieragent"":""no""}}","$4,501",$0/mo,"$3,358/mo",$767/mo,$301/mo,$75/mo,Not included
"1381 Morningside Dr NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1381-Morningside-Dr-NE-Atlanta-GA-30306/35918652_zpid/,"$849,000",House for sale,4 bds,3 ba,"3,451 sqft","$826,360",Single Family,1930,Forced air,Central,No Data,0.28 acres,$246,,"$4,370",$0/mo,"$3,315/mo",$757/mo,$297/mo,$0/mo,Not included
"958 Crew St SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/958-Crew-St-SW-Atlanta-GA-30315/35887905_zpid/,"$234,999",House for sale,3 bds,2 ba,"1,500 sqft","$229,837",Single Family,1920,Forced air,Central,Off street,0.33 acres,$157,Limited solar potentialSun Number™: 57.03,"$1,196",$0/mo,$904/mo,$210/mo,$82/mo,$0/mo,Not included
"30 Dorothy St SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/30-Dorothy-St-SE-Atlanta-GA-30315/35883279_zpid/,"$275,000",Coming soon,3 bds,3 ba,"1,723 sqft","$211,626",Single Family,2019,Other,None,No Data,"7,143 sqft",$160,Great solar potentialSun Number™: 73.03,"$1,351",$0/mo,"$1,010/mo",$245/mo,$96/mo,$0/mo,Not included
"791 Wylie St SE APT 502, Atlanta, GA 30316",https://www.zillow.com/homedetails/791-Wylie-St-SE-APT-502-Atlanta-GA-30316/2129735238_zpid/,"$389,000",Condo for sale,2 bds,2 ba,"1,002 sqft","$375,586",Condo,2003,Forced air,Central,Detached Garage,$333/month,$388,,"$2,244",$0/mo,"$1,428/mo",$347/mo,$136/mo,$333/mo,Not included
"Hayden Plan, Hampshire Park",https://www.zillow.com/community/hampshire-park/2082898946_zpid/,"$229,600+",New construction,5 bds,3 ba,"2,511 sqft","$223,378",Single Family,2019,No Data,No Data,2 spaces,No Data,$91,,"$1,169",,,,,,
"790 Crestridge Dr NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/790-Crestridge-Dr-NE-Atlanta-GA-30306/35930826_zpid/,"$747,500",House for sale,3 bds,2 ba,"2,051 sqft","$732,325",Single Family,1930,Forced air,Central,2 spaces,"10,018 sqft",$364,"{""targetDiv"":""gpt-ad-e722a263-fdee-4071-b21f-13b0bef66d75"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""790 Crestridge Dr NE"",""bd"":""3"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""35930826"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""5427089543765892227"",""sqftrange"":""2000-2499"",""price"":""747500"",""sqft"":""2051"",""posting_url"":"""",""mlong"":""-84.361299"",""state"":""GA"",""prange"":""700-799k"",""zip"":""30306"",""mlat"":""33.784464"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv8u59v9nkk5r1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""hood"":""Virginia_Highland"",""yrblt"":""1920-1939"",""zestimate"":""732325"",""premieragent"":""no""}}","$3,847",$0/mo,"$2,919/mo",$667/mo,$262/mo,$0/mo,Not included
"3107 Peachtree Rd NE # 1504, Atlanta, GA 30305",https://www.zillow.com/homedetails/3107-Peachtree-Rd-NE-1504-Atlanta-GA-30305/2082296660_zpid/,"$1,899,000",Condo for sale,3 bds,3 ba,"2,420 sqft","$1,819,628",Condo,2019,No Data,No Data,2 spaces,"$1,621/month",$785,,"$11,395",$0/mo,"$7,416/mo","$1,693/mo",$665/mo,"$1,621/mo",Not included
"375 Ralph Mcgill Blvd NE APT 1404, Atlanta, GA 30312",https://www.zillow.com/homedetails/375-Ralph-Mcgill-Blvd-NE-APT-1404-Atlanta-GA-30312/65461294_zpid/,"$125,000",Condo for sale,1 bd,1 ba,566 sqft,"$120,284",Condo,1980,Forced air,Central,1 space,$282/month,$221,,$951,$0/mo,$514/mo,$111/mo,$44/mo,$282/mo,Not included
"375 Highland Ave NE UNIT 1008, Atlanta, GA 30312",https://www.zillow.com/homedetails/375-Highland-Ave-NE-UNIT-1008-Atlanta-GA-30312/2083851082_zpid/,"$229,000",Townhouse for sale,1 bd,2 ba,"1,075 sqft","$225,176",Townhouse,2000,Forced air,Other,4 spaces,949 sqft,$213,,"$1,186",$0/mo,$881/mo,$204/mo,$80/mo,$20/mo,Not included
"971 Estes Dr SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/971-Estes-Dr-SW-Atlanta-GA-30310/35837324_zpid/,"$225,000",House for sale,4 bds,3 ba,"1,670 sqft","$220,181",Single Family,1920,Other,Central,3 spaces,"10,711 sqft",$135,Great solar potentialSun Number™: 85.01,"$1,145",$0/mo,$866/mo,$201/mo,$79/mo,$0/mo,Not included
"2947 Rivermeade Dr NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2947-Rivermeade-Dr-NW-Atlanta-GA-30327/35921814_zpid/,"$1,395,000",House for sale,6 bds,7 ba,"5,797 sqft",,Single Family,1997,Forced air,Central,2 spaces,1.49 acres,$241,Great solar potentialSun Number™: 91.41,"$7,180",$0/mo,"$5,448/mo","$1,244/mo",$488/mo,$0/mo,Not included
"66 The Prado NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/66-The-Prado-NE-Atlanta-GA-30309/35931521_zpid/,"$1,995,000",House for sale,4 bds,4 ba,"4,097 sqft","$1,902,923",Single Family,1920,Heat pump,Central,Detached Garage,0.27 acres,$487,Great solar potentialSun Number™: 75.43,"$10,268",$0/mo,"$7,791/mo","$1,779/mo",$698/mo,$0/mo,Not included
"781 Stovall Blvd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/781-Stovall-Blvd-NE-Atlanta-GA-30342/35928066_zpid/,"$799,000",House for sale,4 bds,3 ba,"2,941 sqft","$778,542",Single Family,1994,Forced air,Central,4 spaces,0.52 acres,$272,Candidate for a community solar programSun Number™: 20.21,"$4,112",$0/mo,"$3,120/mo",$712/mo,$280/mo,$0/mo,Not included
"27 W Wesley Rdg NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/27-W-Wesley-Rdg-NW-Atlanta-GA-30327/35921946_zpid/,"$1,875,000",House for sale,6 bds,7 ba,"7,520 sqft",,Single Family,1981,Forced air,Central,Attached Garage,2.3 acres,$249,Limited solar potentialSun Number™: 45.81,"$9,650",$0/mo,"$7,322/mo","$1,672/mo",$656/mo,$0/mo,Not included
"974 Azalee Wharton Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/974-Azalee-Wharton-Ave-NW-Atlanta-GA-30318/249124473_zpid/,"$575,000",House for sale,5 bds,4 ba,"2,952 sqft","$561,333",Single Family,2017,"Forced air, Heat pump",Central,2 spaces,"3,049 sqft",$195,Limited solar potentialSun Number™: 57.82,"$2,889",$0/mo,"$2,113/mo",$513/mo,$201/mo,$62/mo,Not included
"1935 Wildwood Pl NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1935-Wildwood-Pl-NE-Atlanta-GA-30324/35929310_zpid/,"$499,000",House for sale,3 bds,2 ba,"1,852 sqft","$475,975",Single Family,1958,Forced air,Central,4 spaces,0.59 acres,$269,Candidate for a community solar programSun Number™: 20.21,"$2,452",$0/mo,"$1,832/mo",$445/mo,$175/mo,$0/mo,Not included
"810 James Madison Dr SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/810-James-Madison-Dr-SW-Atlanta-GA-30331/65451723_zpid/,"$399,500",House for sale,4 bds,4 ba,"5,730 sqft","$389,388",Single Family,1999,Forced air,Central,4 spaces,2.32 acres,$70,Great solar potentialSun Number™: 72.23,"$1,983",$0/mo,"$1,467/mo",$356/mo,$140/mo,$20/mo,Not included
"900 Los Angeles Ave NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/900-Los-Angeles-Ave-NE-Atlanta-GA-30306/35895157_zpid/,"$1,095,000",House for sale,5 bds,4 ba,"3,097 sqft","$1,061,632",Single Family,1945,Forced air,Central,Off street,0.32 acres,$354,Great solar potentialSun Number™: 86.63,"$5,636",$0/mo,"$4,276/mo",$976/mo,$383/mo,$0/mo,Not included
"1558 Marona St NE, Atlanta, GA 30307",https://www.zillow.com/homedetails/1558-Marona-St-NE-Atlanta-GA-30307/14468834_zpid/,"$315,000",House for sale,4 bds,3 ba,"1,478 sqft","$306,031",Single Family,1988,Forced air,Central,2 spaces,"8,712 sqft",$213,Great solar potentialSun Number™: 87.43,"$1,558",$0/mo,"$1,157/mo",$291/mo,$110/mo,$0/mo,Not included
"702 Boulevard Se, Atlanta, GA 30312",https://www.zillow.com/homedetails/702-Boulevard-Se-Atlanta-GA-30312/35867637_zpid/,"$799,990",House for sale,5 bds,5 ba,"4,382 sqft","$799,727",Single Family,1907,Forced air,Central,2 spaces,"8,755 sqft",$183,,"$4,117",$0/mo,"$3,124/mo",$713/mo,$280/mo,$0/mo,Not included
"1871 Francis Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1871-Francis-Ave-NW-Atlanta-GA-30318/35921223_zpid/,"$415,000",House for sale,4 bds,4 ba,"2,866 sqft","$406,962",Single Family,2017,Forced air,Central,2 spaces,"10,001 sqft",$145,Candidate for a community solar programSun Number™: 20.21,"$2,039",$0/mo,"$1,524/mo",$370/mo,$145/mo,$0/mo,Not included
"3235 Roswell Rd NE UNIT 716, Atlanta, GA 30305",https://www.zillow.com/homedetails/3235-Roswell-Rd-NE-UNIT-716-Atlanta-GA-30305/55018969_zpid/,"$300,000",Condo for sale,2 bds,2 ba,"1,370 sqft","$292,323",Condo,1999,Forced air,Central,1 space,$600/month,$219,,"$2,074",$0/mo,"$1,101/mo",$268/mo,$105/mo,$600/mo,Not included
"665 Fern Brooks Dr SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/665-Fern-Brooks-Dr-SW-Atlanta-GA-30331/65450383_zpid/,"$158,900",House for sale,3 bds,3 ba,"1,507 sqft","$158,900",Single Family,1984,Forced air,Central,1 space,0.42 acres,$105,Limited solar potentialSun Number™: 54.61,$809,$0/mo,$612/mo,$142/mo,$56/mo,$0/mo,Not included
"818 Mentelle Dr NE # B, Atlanta, GA",https://www.zillow.com/homedetails/818-Mentelle-Dr-NE-B-Atlanta-GA-30308/2082840275_zpid/,"$1,074,900",New construction,4 bds,5 ba,"3,441 sqft","$1,070,484",Townhouse,2019,Forced air,Central,4 spaces,"10,367 sqft",$312,"{""targetDiv"":""gpt-ad-73f34da7-0d76-4053-a68f-ae940d69ad45"",""slot"":""zillow/property_details/buy_new_home/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" B"",""aamgnrc1"":""818 Mentelle Dr NE"",""bd"":""4"",""fsbid"":""14311"",""city"":""Atlanta"",""proptp"":""twn"",""pid"":""2082840275"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_new_home"",""zguidh"":""-284353789703429857"",""sqftrange"":""3000-3499"",""price"":""1074900"",""sqft"":""3441"",""posting_url"":""http://www.chadsells.com"",""mlong"":""-84.373538"",""state"":""GA"",""prange"":""1-1_499m"",""zip"":""30308"",""mlat"":""33.776843"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3rh6in91719e1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Midtown"",""yrblt"":""2010-2019"",""zestimate"":""1070484"",""premieragent"":""no""}}","$5,532",$0/mo,"$4,198/mo",$958/mo,$376/mo,$0/mo,Not included
"974 Washington St SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/974-Washington-St-SW-Atlanta-GA-30315/65441693_zpid/,"$165,000",House for sale,4 bds,3 ba,"1,440 sqft","$160,693",Single Family,2004,Forced air,Central,No Data,"4,530 sqft",$115,Great solar potentialSun Number™: 84.23,$840,$0/mo,$635/mo,$147/mo,$58/mo,$0/mo,Not included
"1195 Niles Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1195-Niles-Ave-NW-Atlanta-GA-30318/35916512_zpid/,"$449,000",House for sale,2 bds,2 ba,"1,384 sqft","$433,977",Single Family,1920,Forced air,Central,4 spaces,0.46 acres,$324,Candidate for a community solar programSun Number™: 20.22,"$2,206",$0/mo,"$1,648/mo",$400/mo,$157/mo,$0/mo,Not included
"195 Arizona Ave NE UNIT 125, Atlanta, GA 30307",https://www.zillow.com/homedetails/195-Arizona-Ave-NE-UNIT-125-Atlanta-GA-30307/70840225_zpid/,"$315,000",Condo for sale,2 bds,2 ba,"1,419 sqft","$310,662",Condo,2003,Forced air,Central,1 space,$279/month,$222,Great solar potentialSun Number™: 85.03,"$1,837",$0/mo,"$1,157/mo",$291/mo,$110/mo,$279/mo,Not included
"610 E Paces Ferry Rd NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/610-E-Paces-Ferry-Rd-NE-Atlanta-GA-30305/35928568_zpid/,"$720,000",House for sale,3 bds,4 ba,"2,005 sqft","$710,128",Single Family,1930,Forced air,Central,1 space,0.35 acres,$359,Great solar potentialSun Number™: 86.61,"$3,706",$0/mo,"$2,812/mo",$642/mo,$252/mo,$0/mo,Not included
"766 Cooper St SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/766-Cooper-St-SW-Atlanta-GA-30315/69346254_zpid/,"$439,900",House for sale,4 bds,3 ba,"2,000 sqft",,Single Family,2019,Heat pump,Other,No Data,"6,882 sqft",$220,Good solar potentialSun Number™: 62.63,"$2,161",$0/mo,"$1,615/mo",$392/mo,$154/mo,$0/mo,Not included
"4066 Powers Ferry Rd NW, Atlanta, GA 30342",https://www.zillow.com/homedetails/4066-Powers-Ferry-Rd-NW-Atlanta-GA-30342/35902661_zpid/,"$3,299,000",For sale by owner,6 bds,7 ba,"5,786 sqft",,Single Family,2017,Forced air,Central,6 spaces,0.63 acres,$570,Limited solar potentialSun Number™: 59.41,"$16,979",$0/mo,"$12,883/mo","$2,942/mo","$1,155/mo",$0/mo,Not included
"1421 Lockwood Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1421-Lockwood-Dr-SW-Atlanta-GA-30311/35848673_zpid/,"$135,000",For sale by owner,4 bds,2 ba,"1,850 sqft",,Single Family,1945,Forced air,Central,Detached Garage,"6,499 sqft",$73,Candidate for a community solar programSun Number™: 20.22,$687,$0/mo,$520/mo,$120/mo,$47/mo,$0/mo,Not included
"3201 Northside Pkwy NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/3201-Northside-Pkwy-NW-Atlanta-GA-30327/65442145_zpid/,"$599,000",House for sale,4 bds,3 ba,"2,475 sqft","$582,081",Single Family,2000,Forced air,Central,No Data,0.43 acres,$242,Good solar potentialSun Number™: 64.21,"$2,945",$0/mo,"$2,201/mo",$534/mo,$210/mo,$0/mo,Not included
"898 Oak St SW UNIT 1404, Atlanta, GA 30310",https://www.zillow.com/homedetails/898-Oak-St-SW-UNIT-1404-Atlanta-GA-30310/82622631_zpid/,"$99,000",Condo for sale,1 bd,1 ba,696 sqft,,Condo,2006,Forced air,Central,No Data,$253/month,$142,,$783,$0/mo,$407/mo,$88/mo,$35/mo,$253/mo,Not included
"Turnberry 4 Plan, Summit At Stonewall Tell",https://www.zillow.com/community/summit-at-stonewall-tell/2085277697_zpid/,"$364,990+",New construction,5 bds,4 ba,"4,443 sqft","$350,046",Single Family,2019,No Data,No Data,3 spaces,No Data,$82,Great solar potentialSun Number™: 92.23,"$1,793",,,,,,
"875 Glen Arden Way NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/875-Glen-Arden-Way-NE-Atlanta-GA-30306/98004335_zpid/,"$2,100,000",House for sale,5 bds,6 ba,"7,130 sqft","$2,012,499",Single Family,2007,Forced air,Central,6 spaces,0.39 acres,$295,Great solar potentialSun Number™: 79.43,"$10,808",$0/mo,"$8,201/mo","$1,873/mo",$735/mo,$0/mo,Not included
"868 Cascade Rd SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/868-Cascade-Rd-SW-Atlanta-GA-30311/2082091767_zpid/,"$200,000",House for sale,3 bds,1 ba,"1,377 sqft","$245,809",Single Family,1930,Forced air,Central,No Data,"9,147 sqft",$145,Limited solar potentialSun Number™: 40.22,"$1,018",$0/mo,$770/mo,$178/mo,$70/mo,$0/mo,Not included
