Address,Title_link,Sale price,list-card-type,Area,Bedrooms,Bathrooms,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Green energy,Monthly cost,Principal & interest,Mortage insurance,Property taxes,Home insurance,HOA Fees,Utilities
"32 Bayard St # 32, Boston, MA 02134",https://www.zillow.com/homedetails/32-Bayard-St-32-Boston-MA-02134/2091167381_zpid/,"$899,000",Condo for sale,"1,894 sqft",4 bds,2 ba,"$899,004",Condo,1890,No Data,None,Off street,$240/month,$475,,"$4,691","$3,507/mo",$0/mo,$629/mo,$315/mo,$240/mo,Not included
"5 Malbert Rd # 7, Boston, MA 02135",https://www.zillow.com/homedetails/5-Malbert-Rd-7-Boston-MA-02135/2082273088_zpid/,"$1,775,000",Apartment for sale,"5,820 sqft",14 bds,5 ba,"$1,751,775",Multi Family,1885,Gas,No Data,No Data,$305,,,"$8,788","$6,924/mo",$0/mo,"$1,243/mo",$621/mo,$0/mo,Not included
"20 Radcliffe Rd APT 105, Boston, MA 02134",https://www.zillow.com/homedetails/20-Radcliffe-Rd-APT-105-Boston-MA-02134/59086202_zpid/,"$439,000",Condo for sale,688 sqft,1 bd,1 ba,"$439,001",Condo,1945,Baseboard,None,1 space,$287/month,$638,Great solar potentialSun Number™: 86.38,"$2,376","$1,628/mo",$0/mo,$307/mo,$154/mo,$287/mo,Not included
"345 D St UNIT 10, South Boston, MA 02127",https://www.zillow.com/homedetails/345-D-St-UNIT-10-South-Boston-MA-02127/190072233_zpid/,"$850,000",Condo for sale,949 sqft,2 bds,1 ba,"$840,247",Condo,2013,Forced air,Central,1 space,$370/month,$896,Great solar potentialSun Number™: 94.86,"$4,401","$3,139/mo",$0/mo,$595/mo,$298/mo,$370/mo,Not included
"152 Prince St APT 6, Boston, MA 02113",https://www.zillow.com/homedetails/152-Prince-St-APT-6-Boston-MA-02113/59179458_zpid/,"$599,000",Condo for sale,718 sqft,1 bd,1 ba,"$591,618",Condo,1885,Forced air,Central,No Data,$145/month,$834,Great solar potentialSun Number™: 94.38,"$2,986","$2,212/mo",$0/mo,$419/mo,$210/mo,$145/mo,Not included
"71 W Selden St APT 5, Boston, MA 02126",https://www.zillow.com/homedetails/71-W-Selden-St-APT-5-Boston-MA-02126/71493905_zpid/,"$259,000",Condo for sale,842 sqft,3 bds,1 ba,"$259,001",Condo,1980,Baseboard,No Data,Attached Garage,$262/month,$308,Great solar potentialSun Number™: 87.02,"$1,494",$960/mo,$0/mo,$181/mo,$91/mo,$262/mo,Not included
"62 Saint Rose St APT 1, Boston, MA 02130",https://www.zillow.com/homedetails/62-Saint-Rose-St-APT-1-Boston-MA-02130/2082431640_zpid/,"$809,000",Condo for sale,"1,946 sqft",2 bds,2 ba,"$831,383",Condo,1910,Forced air,Central,No Data,$296/month,$416,,"$4,133","$2,987/mo",$0/mo,$566/mo,$283/mo,$296/mo,Not included
"45 Province St APT 1905, Boston, MA 02108",https://www.zillow.com/homedetails/45-Province-St-APT-1905-Boston-MA-02108/102987652_zpid/,"$1,499,000",Condo for sale,"1,291 sqft",2 bds,2 ba,"$1,456,077",Condo,2009,Forced air,Central,1 space,"$1,302/month","$1,161",Great solar potentialSun Number™: 89.58,"$8,723","$5,848/mo",$0/mo,"$1,049/mo",$525/mo,"$1,302/mo",Not included
"28-30 Downer Ave # 2, Boston, MA 02125",https://www.zillow.com/homedetails/28-30-Downer-Ave-2-Boston-MA-02125/123847175_zpid/,"$619,000",Condo for sale,"1,211 sqft",2 bds,1 ba,"$606,349",Condo,1896,Forced air,No Data,1 space,$275/month,$511,Good solar potentialSun Number™: 65.58,"$3,211","$2,286/mo",$0/mo,$433/mo,$217/mo,$275/mo,Not included
"40 Orkney Rd APT 3, Boston, MA 02135",https://www.zillow.com/homedetails/40-Orkney-Rd-APT-3-Boston-MA-02135/59095036_zpid/,"$575,000",Condo for sale,807 sqft,2 bds,1 ba,"$569,238",Condo,1910,Baseboard,None,1 space,$395/month,$713,Great solar potentialSun Number™: 94.65,"$3,122","$2,123/mo",$0/mo,$403/mo,$201/mo,$395/mo,Not included
"132 Holton St # 3, Boston, MA 02135",https://www.zillow.com/homedetails/132-Holton-St-3-Boston-MA-02135/2082352360_zpid/,"$679,000",Condo for sale,"1,039 sqft",2 bds,2 ba,"$679,006",Condo,2019,Forced air,Central,No Data,$260/month,$654,,"$3,480","$2,507/mo",$0/mo,$475/mo,$238/mo,$260/mo,Not included
"4 Joy St # I, Boston, MA",https://www.zillow.com/homedetails/4-Joy-St-I-Boston-MA-02108/2082522307_zpid/,"$4,950,000",New construction,"2,754 sqft",3 bds,4 ba,"$4,684,821",Condo,1900,Heat pump,Central,No Data,"$9,999/month","$1,797",,"$34,506","$19,310/mo",$0/mo,"$3,465/mo","$1,733/mo","$9,999/mo",Not included
"133 Seaport Blvd # 2208, Boston, MA",https://www.zillow.com/homedetails/133-Seaport-Blvd-2208-Boston-MA-02210/2082102538_zpid/,"$4,629,350",New construction,"1,878 sqft",3 bds,4 ba,"$4,480,861",Condo,2019,Forced air,Central,No Data,"$2,725/month","$2,465",,"$25,645","$18,059/mo",$0/mo,"$3,241/mo","$1,620/mo","$2,725/mo",Not included
"6 Trescott St # 1, Boston, MA 02125",https://www.zillow.com/homedetails/6-Trescott-St-1-Boston-MA-02125/63041281_zpid/,"$494,000",Condo for sale,964 sqft,2 bds,1 ba,"$485,282",Condo,1905,"Other, Radiant",None,1 space,$250/month,$512,Candidate for a community solar programSun Number™: 22.38,"$2,600","$1,832/mo",$0/mo,$346/mo,$173/mo,$250/mo,Not included
"800 Hyde Park Ave APT 3, Boston, MA 02136",https://www.zillow.com/homedetails/800-Hyde-Park-Ave-APT-3-Boston-MA-02136/59125045_zpid/,"$220,000",Condo for sale,730 sqft,1 bd,1 ba,"$221,121",Condo,1965,Forced air,No Data,1 space,$329/month,$301,Great solar potentialSun Number™: 87.02,"$1,418",$858/mo,$0/mo,$154/mo,$77/mo,$329/mo,Not included
"94 B St, South Boston, MA 02127",https://www.zillow.com/homedetails/94-B-St-South-Boston-MA-02127/59151752_zpid/,"$975,000",House for sale,"1,446 sqft",3 bds,1 ba,"$967,244",Single Family,1900,Forced air,None,On street,"1,306 sqft",$674,Great solar potentialSun Number™: 90.86,"$4,827","$3,803/mo",$0/mo,$683/mo,$341/mo,$0/mo,Not included
"250 Meridian St APT 401, East Boston, MA 02128",https://www.zillow.com/homedetails/250-Meridian-St-APT-401-East-Boston-MA-02128/247150263_zpid/,"$765,000",Condo for sale,"1,168 sqft",2 bds,2 ba,"$750,761",Condo,2016,"Forced air, Heat pump",Central,1 space,$446/month,$655,Great solar potentialSun Number™: 93.8,"$4,074","$2,825/mo",$0/mo,$536/mo,$268/mo,$446/mo,Not included
"1688 Washington St APT 3, Boston, MA 02118",https://www.zillow.com/homedetails/1688-Washington-St-APT-3-Boston-MA-02118/59183698_zpid/,"$1,095,000",Condo for sale,"1,572 sqft",2 bds,1 ba,"$1,071,195",Condo,1910,Forced air,No Data,No Data,$215/month,$697,Great solar potentialSun Number™: 94.38,"$5,636","$4,272/mo",$0/mo,$767/mo,$383/mo,$215/mo,Not included
"340 W 2nd St # 15, Boston, MA 02127",https://www.zillow.com/homedetails/340-W-2nd-St-15-Boston-MA-02127/2082449893_zpid/,"$787,500",Condo for sale,900 sqft,2 bds,2 ba,"$785,084",Condo,2019,Forced air,Central,No Data,$163/month,$875,,"$3,898","$2,908/mo",$0/mo,$551/mo,$276/mo,$163/mo,Not included
"235-237 Chestnut Hill Ave, Boston, MA 02135",https://www.zillow.com/homedetails/235-237-Chestnut-Hill-Ave-Boston-MA-02135/189924091_zpid/,"$2,099,000",Apartment for sale,"4,531 sqft",8 bds,5 ba,"$2,099,004",Multi Family,1920,Gas,No Data,2 spaces,$463,,,"$10,392","$8,188/mo",$0/mo,"$1,469/mo",$735/mo,$0/mo,Not included
"85 Saint Botolph St APT 4, Boston, MA 02116",https://www.zillow.com/homedetails/85-Saint-Botolph-St-APT-4-Boston-MA-02116/59188463_zpid/,"Est. $1,472,156",Pre-foreclosure,"1,550 sqft",2 bds,2 ba,"$1,989,401",Multi Family,1899,Forced air,Other,1 space,,,Great solar potentialSun Number™: 90.38,"$7,289","$5,743/mo",$0/mo,"$1,031/mo",$515/mo,$0/mo,Not included
"Twenty One Moon St # TWELVE, Boston, MA 02113",https://www.zillow.com/homedetails/Twenty-One-Moon-St-TWELVE-Boston-MA-02113/2082739368_zpid/,"$558,000",Condo for sale,562 sqft,1 bd,1 ba,"$550,221",Condo,1900,Gas,Other,1 space,$282/month,$993,,"$2,937","$2,069/mo",$0/mo,$391/mo,$195/mo,$282/mo,Not included
"241 Perkins St UNIT C204, Boston, MA 02130",https://www.zillow.com/homedetails/241-Perkins-St-UNIT-C204-Boston-MA-02130/59132723_zpid/,"$799,000",Condo for sale,"1,740 sqft",2 bds,3 ba,"$799,006",Condo,1982,Heat pump,Central,1 space,"$2,026/month",$459,Limited solar potentialSun Number™: 44.78,"$5,815","$2,950/mo",$0/mo,$559/mo,$280/mo,"$2,026/mo",Not included
"42 Brookley Rd # 1, Boston, MA 02130",https://www.zillow.com/homedetails/42-Brookley-Rd-1-Boston-MA-02130/90137306_zpid/,"$499,000",Condo for sale,932 sqft,2 bds,1 ba,"$499,024",Condo,1900,Forced air,Central,1 space,$240/month,$535,Candidate for a community solar programSun Number™: 22.38,"$2,614","$1,850/mo",$0/mo,$349/mo,$175/mo,$240/mo,Not included
"505 Tremont St UNIT 410, Boston, MA 02116",https://www.zillow.com/homedetails/505-Tremont-St-UNIT-410-Boston-MA-02116/67709798_zpid/,"Est. $1,502,134",Pre-foreclosure / Auction,"1,418 sqft",2 bds,2.5 ba,"$2,029,911",Condo,2003,Heat pump,No Data,2 spaces,No Data,,Great solar potentialSun Number™: 94.38,"$7,437","$5,860/mo",$0/mo,"$1,051/mo",$526/mo,$0/mo,Not included
"110 Broad St #902, Boston, MA 02110",https://www.zillow.com/homedetails/110-Broad-St-902-Boston-MA-02110/2086133081_zpid/,"$1,999,995",Condo for sale,"1,394 sqft",2 bds,2 ba,"$1,916,358",Condo,2018,Forced air,Central,1 space,$80/month,"$1,435",,"$9,982","$7,802/mo",$0/mo,"$1,400/mo",$700/mo,$80/mo,Not included
"110 Arlington St # 2, Boston, MA 02116",https://www.zillow.com/homedetails/110-Arlington-St-2-Boston-MA-02116/2082627846_zpid/,"$1,200,000",Condo for sale,"1,220 sqft",1 bd,2 ba,"$1,200,001",Condo,1931,No Data,Central,No Data,$500/month,$984,,"$6,441","$4,681/mo",$0/mo,$840/mo,$420/mo,$500/mo,Not included
"319 A St UNIT 210, Boston, MA 02210",https://www.zillow.com/homedetails/319-A-St-UNIT-210-Boston-MA-02210/247150139_zpid/,"$575,000",Condo for sale,462 sqft,Studio,1 ba,"$568,567",Condo,2016,Forced air,Central,No Data,$454/month,"$1,245",Great solar potentialSun Number™: 95.18,"$3,181","$2,123/mo",$0/mo,$403/mo,$201/mo,$454/mo,Not included
"1415 Commonwealth Ave APT 102, Boston, MA 02135",https://www.zillow.com/homedetails/1415-Commonwealth-Ave-APT-102-Boston-MA-02135/59162654_zpid/,"$530,000",Condo for sale,720 sqft,2 bds,1 ba,"$529,604",Condo,1920,"Forced air, Heat pump",Central,1 space,$437/month,$736,Great solar potentialSun Number™: 88.25,"$2,959","$1,965/mo",$0/mo,$371/mo,$186/mo,$437/mo,Not included
"4 Harvard Ave, Boston, MA 02121",https://www.zillow.com/homedetails/4-Harvard-Ave-Boston-MA-02121/59110386_zpid/,"Est. $264,221",Pre-foreclosure,"1,466 sqft",3 bds,1 ba,"$357,056",Single Family,1890,Other,No Data,2 spaces,"2,640 sqft",,Great solar potentialSun Number™: 79.98,"$1,257",$980/mo,$0/mo,$185/mo,$92/mo,$0/mo,Not included
"19 Tappan St # 1, Boston, MA 02131",https://www.zillow.com/homedetails/19-Tappan-St-1-Boston-MA-02131/2082419641_zpid/,"$519,000",Condo for sale,"1,035 sqft",2 bds,1 ba,"$528,437",Condo,1910,Other,None,1 space,$200/month,$501,,"$2,669","$1,924/mo",$0/mo,$363/mo,$182/mo,$200/mo,Not included
"9 Greenwich Park APT 1, Boston, MA 02118",https://www.zillow.com/homedetails/9-Greenwich-Park-APT-1-Boston-MA-02118/59182863_zpid/,"$795,000",Townhouse for sale,917 sqft,1 bd,1 ba,"$776,086",Townhouse,1900,Baseboard,Other,On street,917 sqft,$867,Great solar potentialSun Number™: 86.38,"$3,953","$2,936/mo",$0/mo,$557/mo,$278/mo,$183/mo,Not included
"20 Atherton St, Boston, MA 02119",https://www.zillow.com/homedetails/20-Atherton-St-Boston-MA-02119/59187583_zpid/,"$879,000",Apartment for sale,"1,910 sqft",4 bds,3 ba,,Multi Family,1950,Other,No Data,1 space,$460,,Great solar potentialSun Number™: 90.42,"$4,352","$3,429/mo",$0/mo,$615/mo,$308/mo,$0/mo,Not included
"134 Fulton St APT 2, Boston, MA 02109",https://www.zillow.com/homedetails/134-Fulton-St-APT-2-Boston-MA-02109/2133287179_zpid/,"$1,375,000",Condo for sale,"1,609 sqft",2 bds,2 ba,"$1,311,715",Condo,1899,No Data,No Data,1 space,$587/month,$855,Great solar potentialSun Number™: 93.58,"$7,395","$5,364/mo",$0/mo,$963/mo,$481/mo,$587/mo,Not included
"274 Beacon St # 2R, Boston, MA 02116",https://www.zillow.com/homedetails/274-Beacon-St-2R-Boston-MA-02116/2085128095_zpid/,"$2,195,000",Condo for sale,"1,780 sqft",2 bds,2 ba,"$2,106,477",Condo,1910,Forced air,Central,1 space,"$4,303/month","$1,233",,"$15,170","$8,563/mo",$0/mo,"$1,537/mo",$768/mo,"$4,303/mo",Not included
"19 Father Francis Gilday St #101, Boston, MA 02118",https://www.zillow.com/homedetails/19-Father-Francis-Gilday-St-101-Boston-MA-02118/2095368648_zpid/,"$1,169,000",Condo for sale,"1,223 sqft",2 bds,2 ba,"$1,148,143",Condo,1868,Forced air,Central,No Data,$606/month,$956,Great solar potentialSun Number™: 94.38,"$6,394","$4,560/mo",$0/mo,$818/mo,$409/mo,$606/mo,Not included
"18-20 Sparrow St, Boston, MA 02132",https://www.zillow.com/homedetails/18-20-Sparrow-St-Boston-MA-02132/190063472_zpid/,"$779,000",Apartment for sale,"2,392 sqft",5 bds,2 ba,"$762,339",Multi Family,1950,Baseboard,No Data,Attached Garage,$326,,,"$3,695","$2,877/mo",$0/mo,$545/mo,$273/mo,$0/mo,Not included
"99 Lake Shore Rd APT 3, Boston, MA 02135",https://www.zillow.com/homedetails/99-Lake-Shore-Rd-APT-3-Boston-MA-02135/59097337_zpid/,"$526,000",Condo for sale,"1,057 sqft",3 bds,2 ba,"$525,264",Condo,1963,Forced air,Central,2 spaces,$542/month,$498,Great solar potentialSun Number™: 83.45,"$3,045","$1,950/mo",$0/mo,$368/mo,$184/mo,$542/mo,Not included
"220 Commercial St # 1R, Boston, MA 02109",https://www.zillow.com/homedetails/220-Commercial-St-1R-Boston-MA-02109/59212148_zpid/,"$949,000",Condo for sale,"1,495 sqft",1 bd,1 ba,,Condo,1910,Forced air,Central,No Data,No Data,$635,Great solar potentialSun Number™: 94.38,"$4,698","$3,702/mo",$0/mo,$664/mo,$332/mo,$0/mo,Not included
"276 Marlborough St APT 2, Boston, MA 02116",https://www.zillow.com/homedetails/276-Marlborough-St-APT-2-Boston-MA-02116/59170275_zpid/,"$2,699,000",Condo for sale,"2,605 sqft",4 bds,3 ba,"$2,533,311",Condo,1939,Baseboard,None,No Data,"$1,100/month","$1,036",Great solar potentialSun Number™: 91.98,"$14,463","$10,529/mo",$0/mo,"$1,889/mo",$945/mo,"$1,100/mo",Not included
"624 Hyde Park Ave APT A2, Boston, MA 02131",https://www.zillow.com/homedetails/624-Hyde-Park-Ave-APT-A2-Boston-MA-02131/59141572_zpid/,"$224,900",Condo for sale,708 sqft,2 bds,1 ba,"$224,908",Condo,1963,Baseboard,Wall,1 space,$493/month,$318,Great solar potentialSun Number™: 88.98,"$1,606",$877/mo,$0/mo,$157/mo,$79/mo,$493/mo,Not included
"141 Dorchester Ave PH A, Boston, MA 02127",https://www.zillow.com/homedetails/141-Dorchester-Ave-PH-A-Boston-MA-02127/2093049070_zpid/,"$2,695,000",Condo for sale,"2,025 sqft",3 bds,3 ba,"$2,607,673",Condo,2006,Forced air,Central,No Data,"$1,769/month","$1,331",,"$15,112","$10,513/mo",$0/mo,"$1,887/mo",$943/mo,"$1,769/mo",Not included
"121 Pinckney St, Boston, MA 02114",https://www.zillow.com/homedetails/121-Pinckney-St-Boston-MA-02114/59173156_zpid/,"Est. $1,638,271",Pre-foreclosure,300 sqft,1 bd,1 ba,"$2,213,880",Single Family,1830,Forced air,No Data,Off street,725 sqft,,Great solar potentialSun Number™: 93.01,"$8,111","$6,391/mo",$0/mo,"$1,147/mo",$573/mo,$0/mo,Not included
"647 Boylston St APT 3C, Boston, MA 02116",https://www.zillow.com/homedetails/647-Boylston-St-APT-3C-Boston-MA-02116/239893638_zpid/,"$4,495,000",Condo for sale,"2,900 sqft",3 bds,3 ba,"$4,245,277",Condo,2017,Forced air,Central,No Data,$999/month,"$1,550",Great solar potentialSun Number™: 95.18,"$23,253","$17,535/mo",$0/mo,"$3,147/mo","$1,573/mo",$999/mo,Not included
"2855 Washington St UNIT 6, Boston, MA 02119",https://www.zillow.com/homedetails/2855-Washington-St-UNIT-6-Boston-MA-02119/2082058239_zpid/,"$499,000",Condo for sale,"1,545 sqft",3 bds,3 ba,,Condo,1930,Forced air,Central,No Data,$365/month,$323,,"$2,739","$1,850/mo",$0/mo,$349/mo,$175/mo,$365/mo,Not included
"1789 Centre St UNIT 406, Boston, MA 02132",https://www.zillow.com/homedetails/1789-Centre-St-UNIT-406-Boston-MA-02132/2082058563_zpid/,"$679,000",Condo for sale,"1,145 sqft",2 bds,2 ba,,Condo,2019,No Data,No Data,No Data,$526/month,$593,,"$3,746","$2,507/mo",$0/mo,$475/mo,$238/mo,$526/mo,Not included
"23 Greenock St, Boston, MA 02124",https://www.zillow.com/homedetails/23-Greenock-St-Boston-MA-02124/59115502_zpid/,"$799,000",Apartment for sale,"3,087 sqft",6 bds,3 ba,"$749,624",Multi Family,1905,Other,No Data,No Data,$259,,Candidate for a community solar programSun Number™: 21.8,"$3,789","$2,950/mo",$0/mo,$559/mo,$280/mo,$0/mo,Not included
"437 D St APT 5C, Boston, MA 02210",https://www.zillow.com/homedetails/437-D-St-APT-5C-Boston-MA-02210/90138178_zpid/,"$1,295,000",Condo for sale,"1,401 sqft",2 bds,2 ba,"$1,214,398",Condo,1920,"Forced air, Heat pump",Central,1 space,$411/month,$924,Great solar potentialSun Number™: 94.38,"$6,822","$5,052/mo",$0/mo,$907/mo,$453/mo,$411/mo,Not included
"355 Congress St # 502, Boston, MA 02210",https://www.zillow.com/homedetails/355-Congress-St-502-Boston-MA-02210/2082064004_zpid/,"$999,000",Condo for sale,838 sqft,1 bd,1 ba,,Condo,1890,Forced air,Central,No Data,$170/month,"$1,192",,"$5,116","$3,897/mo",$0/mo,$699/mo,$350/mo,$170/mo,Not included
"9-11 Boynton St # 1, Boston, MA 02130",https://www.zillow.com/homedetails/9-11-Boynton-St-1-Boston-MA-02130/2082064587_zpid/,"$759,000",Condo for sale,"1,530 sqft",2 bds,3 ba,,Condo,1905,Forced air,Central,1 space,$341/month,$496,,"$3,941","$2,803/mo",$0/mo,$531/mo,$266/mo,$341/mo,Not included
"20 Rowes Wharf APT 707, Boston, MA 02110",https://www.zillow.com/homedetails/20-Rowes-Wharf-APT-707-Boston-MA-02110/59163932_zpid/,"$2,100,000",Condo for sale,"1,188 sqft",2 bds,2 ba,"$1,717,091",Condo,1987,Baseboard,Central,1 space,"$2,126/month","$1,768",Great solar potentialSun Number™: 94.38,"$12,523","$8,192/mo",$0/mo,"$1,470/mo",$735/mo,"$2,126/mo",Not included
"7 Larose Pl, Boston, MA 02135",https://www.zillow.com/homedetails/7-Larose-Pl-Boston-MA-02135/59090511_zpid/,"$589,000",House for sale,"1,300 sqft",3 bds,2 ba,"$632,270",Single Family,1910,Forced air,Other,1 space,"2,178 sqft",$453,Great solar potentialSun Number™: 90.65,"$2,793","$2,175/mo",$0/mo,$412/mo,$206/mo,$0/mo,Not included
"400 Stuart St # 20E, Boston, MA 02116",https://www.zillow.com/homedetails/400-Stuart-St-20E-Boston-MA-02116/102987676_zpid/,"$4,132,000",Condo for sale,"1,878 sqft",3 bds,4 ba,"$4,566,240",Condo,2009,Heat pump,Central,1 space,"$2,136/month","$2,200",Great solar potentialSun Number™: 94.38,"$22,593","$16,119/mo",$0/mo,"$2,892/mo","$1,446/mo","$2,136/mo",Not included
"33 Northern Ave # 0, Boston, MA 02210",https://www.zillow.com/homedetails/33-Northern-Ave-0-Boston-MA-02210/2087926616_zpid/,"$3,595,000",For sale by owner,"1,811 sqft",3 bds,3 ba,"$1,244,782",Condo,2019,Forced air,Other,2 spaces,"$3,255/month","$1,985",,"$21,054","$14,024/mo",$0/mo,"$2,517/mo","$1,258/mo","$3,255/mo",Not included
"283 Chelsea St, East Boston, MA 02128",https://www.zillow.com/homedetails/283-Chelsea-St-East-Boston-MA-02128/59123602_zpid/,"$859,000",Apartment for sale,"2,838 sqft",7 bds,3 ba,"$832,880",Multi Family,1900,Other,No Data,No Data,$303,,Great solar potentialSun Number™: 93.8,"$4,074","$3,172/mo",$0/mo,$601/mo,$301/mo,$0/mo,Not included
"580 Washington St # U1002, Boston, MA 02111",https://www.zillow.com/homedetails/580-Washington-St-U1002-Boston-MA-02111/2082474959_zpid/,"$1,849,000",Condo for sale,"1,710 sqft",3 bds,2 ba,"$1,789,692",Condo,2013,"Forced air, Heat pump",Central,No Data,"$1,974/month","$1,081",,"$11,128","$7,213/mo",$0/mo,"$1,294/mo",$647/mo,"$1,974/mo",Not included
"396 Meridian St APT 1, East Boston, MA 02128",https://www.zillow.com/homedetails/396-Meridian-St-APT-1-East-Boston-MA-02128/59119602_zpid/,"$499,000",Condo for sale,"1,200 sqft",1 bd,2 ba,"$485,138",Condo,1910,Baseboard,No Data,No Data,$350/month,$416,Great solar potentialSun Number™: 86.6,"$2,724","$1,850/mo",$0/mo,$349/mo,$175/mo,$350/mo,Not included
"40 Traveler St APT 409, Boston, MA 02118",https://www.zillow.com/homedetails/40-Traveler-St-APT-409-Boston-MA-02118/2082380194_zpid/,"$1,595,000",Condo for sale,"1,181 sqft",2 bds,2 ba,"$1,583,364",Condo,2018,Forced air,Central,1 space,$88/month,"$1,351",,"$7,985","$6,222/mo",$0/mo,"$1,117/mo",$558/mo,$88/mo,Not included
"23 Robey St # 23, Boston, MA 02119",https://www.zillow.com/homedetails/23-Robey-St-23-Boston-MA-02119/2082334459_zpid/,"$789,000",Condo for sale,"1,583 sqft",3 bds,4 ba,"$777,255",Condo,2017,Forced air,Central,No Data,$190/month,$498,,"$3,932","$2,914/mo",$0/mo,$552/mo,$276/mo,$190/mo,Not included
"38 Hancock St APT 1, Boston, MA 02114",https://www.zillow.com/homedetails/38-Hancock-St-APT-1-Boston-MA-02114/59180561_zpid/,"$779,000",Condo for sale,897 sqft,1 bd,1 ba,"$762,929",Condo,1890,"Forced air, Heat pump",Other,No Data,$264/month,$868,Great solar potentialSun Number™: 94.61,"$3,959","$2,877/mo",$0/mo,$545/mo,$273/mo,$264/mo,Not included
